Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
2754053,GOVT BOYS SR SEC SCHOOL,VANDANA,Senior Secondary,31/03/2024,"SECT-II R K PURAM NEW DELHI ,110022","011 ,26195231",1719013rkp@gmail.com,
2754069,GOVT BOYS SR SEC SCHOOL,BIRBAL SINGH POONIA,Senior Secondary,31/03/2022,"G-BLOCK KALKAJI NEW DELHI ,110019","011 ,26489366",gbsss1925012gkalkaji@gmail.com,
2752079,GOVT BOYS SR SEC SCHOOL,SUSHIL KUMAR,Senior Secondary,31/03/2022,"J & K BLOCK DILSHAD GARDEN DELHI ,110095","011 ,22123061",1106012hos@gmail.com,
2752094,GOVT BOYS SR SEC SCHOOL,CHANDKI RAM,Senior Secondary,31/03/2024,"SABOLI DELHI ,110093","011 ,22344375",PRINCIPALCHANDKIRAM@GMAIL.COM,
2756014,GOVT BOYS SR SEC SCHOOL,DR BIPIN KUMAR SINGH,Senior Secondary,31/03/2024,"KAIR NEW DLEHI ,110043","011 ,28013099",kair.school.2011@gmail.com,
2754139,GOVT BOYS SR SEC SCHOOL,VIJAY KUMAR,Senior Secondary,31/03/2025,"MADANPUR KHADAR, NEW DELHI ,110076","011 ,36943790",gbsssmadanpurkhadar@gmail.com,www.edudel.nic.in
2754103,GOVT BOYS SR SEC SCHOOL,HAROON ALI,Senior Secondary,31/03/2021,"JOGA BAI BATLA HOUSE JAMIA NAGAR NEW DELHI ,110025","011 ,26983212",haroonkaili@yahoo.com,
2754043,GOVT BOYS SR SEC SCHOOL,YASHWANT SINGH NEGI,Senior Secondary,31/03/2022,"GHITNI NEW DELHI ,110030","011 ,26502102",YSNEGI2007@GMAIL.COM,
2754080,GOVT BOYS SR SEC SCHOOL,NAVAL SINGH,Senior Secondary,31/03/2024,"RAJOKARI NEW DELHI ,110038","011 ,25065836",navalsingh1957@gmail.com,
2754029,GOVT BOYS SR SEC SCHOOL,RAM NIWAS MEENA,Senior Secondary,31/03/2023,"D D A FLATS KALKAJI NEW DELHI ,110019","011 ,26022433",rnmeena1964@gmail.com,
2756090,GOVT BOYS SR SEC SCHOOL,M L MEENA,Senior Secondary,31/03/2022,"KHAIRA NAJAFGARH NEW DELHI ,110043","011 ,28015815",hoskhaira2012@yahoo.com,
2756035,GOVT BOYS SR SEC SCHOOL,R S AGGARWAL,Senior Secondary,31/03/2008,"HARI NAGAR CLOCK TOWER NEW DELHI ,110064",",25494155",,
2756108,GOVT BOYS SR SEC SCHOOL,MANOJ KUMAR PANDEY,Senior Secondary,31/03/2023,"F-BLOCK, BUDH NAGAR, INDERPURI, NEW DELHI-110012 ,110012","011 ,25835764",mp0402@gmail.com,
2756114,GOVT BOYS SR SEC SCHOOL,SUMANT CHAND,Senior Secondary,31/03/2018,"PALAM VILLAGE RAJ NAGAR I NEW DELHI ,110045","011 ,25363848",sumantchandbhardwaj@rediffmail.com,
2756131,GOVT BOYS SR SEC SCHOOL,SANTOSH PAL MEENA,Senior Secondary,31/03/2022,"BINDA PUR NEW DELHI ,110059","011 ,25633073",santoshpalmeena2@gmail.com,
2752084,GOVT BOYS SR SEC SCHOOL,KALI CHARAN,Senior Secondary,31/03/2025,"NEW ASHOK NAGAR DELHI ,110096","011 ,22715869",vspkali1986@gmail.com,
2752085,GOVT BOYS SR SEC SCHOOL,GAUTAM SINGH TYAGI,Senior Secondary,31/03/2022,"D D A FLATS LONI ROAD DELHI ,110093","011 ,22817384",tyagigs58@gmail.com,
2752088,GOVT BOYS SR SEC SCHOOL,SUSHIL KUMAR,Senior Secondary,31/03/2024,"NEW KONDLI DELHI ,110096","011 ,22611086",1002014hos@gmail.com,
2752096,GOVT BOYS SR SEC SCHOOL,BHAGWATI PRASAD DHYANI,Senior Secondary,31/03/2019,"BLOCK 27 TRILOK PURI DELHI ,110091","011 ,22710330",1002197hos@gmail.com,
2754009,GOVT BOYS SR SEC SCHOOL,QUAYAMUDDIN,Senior Secondary,31/03/2025,"JANGPURA NEW DELHI ,110014","011 ,24314713",khanquayam@gmail.com,
2754016,GOVT BOYS SR SEC SCHOOL,JAI PAL SINGH,Senior Secondary,31/03/2021,"PANDARA ROAD NEW DELHI ,110003","011 ,23381065",jaipalsingh19831900@gmail.com,
2752067,GOVT BOYS SR SEC SCHOOL,VIRENDRA SINGH,Senior Secondary,31/03/2023,"KHICHRI PUR DELHI ,110091","011 ,22771920",virendra0805.singh@gmail.com,
2752054,GOVT BOYS SR SEC SCHOOL,RAVI DUTT,Senior Secondary,31/03/2022,"DAYALPUR DELHI ,110094","011 ,22960114",HOS.GBSSSDP@GMAIL.COM,
2754001,GOVT BOYS SR SEC SCHOOL,KATAR SINGH DHAMA,Senior Secondary,31/03/2019,"HARI NAGAR ASHRAM NEW DELHI ,110014","011 ,1126342692",ksdhama15@gmail.com,
2752027,GOVT BOYS SR SEC SCHOOL,MADAN MOHAN VASHISTHA,Senior Secondary,31/03/2017,"BLOCK NO-13 GEETA COLONY DELHI ,110031","011 ,22548602",MMVASHISTHA1964@GMAIL.COM,
2754025,GOVT BOYS SR SEC SCHOOL,M V S THAKAR,Senior Secondary,31/03/2013,"ANDREWS GANJ NEW DELHI ,110049",",26447728",,
2754037,GOVT BOYS SR SEC SCHOOL,SATPAL SINGH,Senior Secondary,31/03/2023,"MALVIYA NAGAR NEW DELHI ,110017","011 ,26682015",gbsssmalviyanagar@gmail.com,
2752038,GOVT BOYS SR SEC SCHOOL,RAMESH CHANDRA SHARMA ,Senior Secondary,31/03/2030,"MANDOLI DELHI ,110093","011 ,22344720",sharma007@ymail.com,
2754071,GOVT BOYS SR SEC SCHOOL,GAJ RAJ SINGH,Senior Secondary,31/03/2018,"BEGUMPUR STC/MMTC COLONY NEW DELHI ,110017","011 ,26855369",1923013bp@gmail.com,
2754068,GOVT BOYS SR SEC SCHOOL,NAZAKAT ALI,Senior Secondary,31/03/2022,"NOOR NAGAR OKHLA NEW DELHI ,110025","011 ,26911420",nalichoudhary@gmail.com,
2754067,GOVT BOYS SR SEC SCHOOL,PRAMOD KUMAR,Senior Secondary,31/03/2021,"TUGHLAKABAD VILLAGE NEW DELHI ,110044","011 ,29966252",GBSSSTKDVILL.1925014@GMAIL.COM,
2754074,GOVT BOYS SR SEC SCHOOL,GIRRAJ SINGH SHARMA,Senior Secondary,31/03/2022,"DEOLI NEW DELHI ,110062","011 ,26048091",grs19850105@gmail.com,
2754030,GOVT BOYS SR SEC SCHOOL,JAI KISHAN,Senior Secondary,31/03/2024,"CHIRAG DELHI SWAMI NAGAR NEW DELHI ,110017","011 ,26496797",jaikishan971128@gmail.com,
2754088,GOVT BOYS SR SEC SCHOOL,SHAKTI RAJ,Senior Secondary,31/03/2021,"HAUZ RANI MALVIYA NAGAR NEW DELHI ,110017","011 ,26683643",shaktiraj13091970@gmail.com,
2754097,GOVT BOYS SR SEC SCHOOL,PYARE LAL,Senior Secondary,31/03/2022,"SECTOR I DR.AMBEDKAR NAGAR (TIGRI) NEW DELHI ,110062","011 ,26057784",1923017tig@gmail.com,
2752028,GOVT BOYS SR SEC SCHOOL,DINESH KUMAR,Senior Secondary,31/03/2022,"(CHANDER NAGAR) C BLOCK KRISHAN NAGAR DELHI ,110051","011 ,22093931",chandernagar07@gmail.com,
2754066,GOVT BOYS SR SEC SCHOOL,h p singh,Senior Secondary,31/03/2018,"CHITRANJAN PARK NEW DELHI ,110019","011 ,26477788",,
2752035,GOVT BOYS SR SEC SCHOOL NO 1,RAJEEV KUMAR,Senior Secondary,31/03/2023,"MANSAROVER PARK SHAHDARA DELHI ,110032","011 ,22578531",rajiv801415@gmail.com,
2752056,GOVT BOYS SR SEC SCHOOL NO 2,SANJEEV KUMAR,Senior Secondary,31/03/2024,"MANSAROVAR PARK SHAHDARA DELHI ,110032","011 ,22588428",sanjeevbaliyan81@gmail.com,
2754090,GOVT BOYS SR SEC SCHOOL NO 2,R K SHARMA,Senior Secondary,31/03/2024,"BADARPUR NEW DELHI ,110044","011 ,26894530",vasantkunjcoed@gmail.com,
2754093,GOVT BOYS SR SEC SCHOOL NO 2,SHAMI AHMED KHAN,Senior Secondary,31/03/2024,"MOLAR BAND NEW DELHI ,110044","011 ,26662452",gbsss2057@gmail.com,
2754110,GOVT BOYS SR SEC SCHOOL NO 3,BALJIT SINGH,Senior Secondary,31/03/2021,"BADAR PUR NEW DELHI ,110044","011 ,29941856",baljitsingh1960@gmail.com,
2754111,GOVT BOYS SR SEC SCHOOL NO 3,Dr Shashi Bhushan Kuamr,Senior Secondary,31/03/2019,"TUGHLAKABAD EXTN NEW DELHI ,110019","011 ,29981998",shashibhushan2727@gmail.com,
2756069,GOVT BOYS SR SEC SCHOOL NO-1,DAVENDRA MOHAN,Senior Secondary,31/03/2023,"SAGARPUR NEW DELHI ,110046","011 ,28524502",MOHANDAVENDRA@GMAIL.COM,
2754033,GOVT BOYS SR SEC SCHOOL NO-1,HARI DAS MEENA,Senior Secondary,31/03/2024,"SECT IV DR. AMBEDKAR NAGAR NEW DELHI ,110062","011 ,26055816",hdmeena65@rediffmail.com,
2756052,GOVT BOYS SR SEC SCHOOL NO-1,sh satya vir singh,Senior Secondary,31/03/2007,"MOTI NAGAR NEW DELHI ,110015","011 ,2500181",,
2754021,GOVT BOYS SR SEC SCHOOL NO-1,AMAN SINGH CHAUHAN,Senior Secondary,31/03/2019,"KIDWAI NAGAR NEW DELHI ,110023","011 ,24625144",aman.humanist@gmail.com,
2756030,GOVT BOYS SR SEC SCHOOL NO-1,R P SINGH,Senior Secondary,31/03/2008,"B-BLOCK JANAKPURI NEW DELHI ,110058","011 ,25593414",,
2754054,GOVT BOYS SR SEC SCHOOL NO-1,MAHESH CHANDRA,Senior Secondary,31/03/2024,"SECTOR-III R K PURAM NEW DELHI ,110022","011 ,26179071",chandramahesh884@gmail.com,
2756024,GOVT BOYS SR SEC SCHOOL NO-1,TOPHOO RAM VERMA,Senior Secondary,31/03/2022,"NAJAFGARH NEW DELHI ,110043","011 ,25321633",vermatr121@gmail.com,
2750055,GOVT BOYS SR SEC SCHOOL NO-2,T.S.SRIVASTAVA,Senior Secondary,31/03/2007,"SHAKTI NAGAR DELHI ,110007","011 ,27451646",,
2756025,GOVT BOYS SR SEC SCHOOL NO-2,RANBIR SINGH BENIWAL,Senior Secondary,31/03/2023,"NAJAFGARH NEW DELHI ,110043","011 ,65655444",RAJ1961W@GMAIL.COM,
2754055,GOVT BOYS SR SEC SCHOOL NO-2,N S NEGI,Senior Secondary,31/03/2003,"SECTOR-III R K PURAM NEW DELHI ,110022",",26179071",,
2754039,GOVT BOYS SR SEC SCHOOL NO-2,HANSRAJ MEENA,Senior Secondary,31/03/2024,"MEHRAULI NEW DELHI ,110030","011 ,26646788",hansrajmeenavp@gmail.com,
2754034,GOVT BOYS SR SEC SCHOOL NO-2,KRISHAN SWAROOP,Senior Secondary,31/03/2013,"SECTOR IV DR.AMBEDKAR NAGAR NEW DELHI ,110062","011 ,29962385",1923009anr@gmail.com,
2754018,GOVT BOYS SR SEC SCHOOL NO-2,SH J.P.SINGH,Senior Secondary,31/03/1999,"LODHI ROAD THYAGRAJ NAGAR NEW DELHI ,110003",",24617498",,
2756100,GOVT BOYS SR SEC SCHOOL NO-2,A S CHANHAN,Senior Secondary,31/03/2005,"MADIPUR NEW DELHI ,110063",",25453959",,
2756071,GOVT BOYS SR SEC SCHOOL NO-2,B C CHHIMWAL,Senior Secondary,31/03/2004,"PUNJABI BAGH NEW DELHI ,110026",",25416745",,
2756097,GOVT BOYS SR SEC SCHOOL NO-2,DHARAM RAJ MEENA,Senior Secondary,31/03/2024,"SAGARPUR NEW DELHI ,110046","011 ,28521335",drm19870074@gmail.com,
2754028,GOVT BOYS SR SEC SCHOOL NO-2,DR GOPAL KRISHAN,Senior Secondary,31/03/2024,"KALKAJI NEW DELHI ,110019","011 ,26431430",gopalduggal64@gmail.com,
2754048,GOVT BOYS SR SEC SCHOOL NO-3,SANSARI LAL SHARMA,Senior Secondary,31/03/2023,"SAROJINI NAGAR NEW DELHI ,110023","011 ,24671774",sari.sharma55@gmail.com,
2754076,GOVT BOYS SR SEC SCHOOL NO-3,Shailesh Sharma,Senior Secondary,31/03/2022,"SECTOR IV DR.AMBEDKAR NAGAR NEW DELHI ,110062","011 ,26057957",1923065dan@gmail.com,
2754141,GOVT BOYS SR SEC SCHOOL NO-3,suresh kashyap,Senior Secondary,31/03/2022,"MOLAR BAND, NEW DELHI ,110044","011 ,26667260",gbsss3mb1925399@gmail.com,
2754049,GOVT BOYS SR SEC SCHOOL NO-4,HITENDER YADAV,Senior Secondary,31/03/2019,"SAROJINI NAGAR NEW DELHI ,110023","011 ,26872022",hitender777@gmail.com,
2754006,GOVT BOYS SR SEC SCHOOL NO.1,NIRANJAN PRASAD SHARMA,Senior Secondary,31/03/2020,"BADARPUR NEW DELHI ,110044","011 ,26975489",sharmanp1962@gmail.com,
2754072,GOVT BOYS SR SEC SCHOOL NO.1,PURAN LAL TEWATIA,Senior Secondary,31/03/2023,"KHANPUR NEW DELHI ,110062","011 ,29968874",p.l.tewatia@gmail.com,
2756007,GOVT BOYS SR SEC SCHOOL NO.1,RAM KISHORE DUBEY,Senior Secondary,31/03/2021,"SAMALKA NEW DELHI ,110037","011 ,25063996",ramkishoredubey@gmail.com,
2754105,GOVT BOYS SR SEC SCHOOL NO.2,AMAR SINGH,Senior Secondary,31/03/2018,"TUGHLAKABAD EXTN NEW DELHI ,110019","011 ,29991537",gbsssno2tkdextn@gmail.com,
2756123,GOVT BOYS SR SEC SCHOOL NO.3,PAWAN KUMAR,Senior Secondary,31/03/2023,"NAJAFGARH NEW DELHI ,110043","011 ,25324944",pawankumar1961@gmail.com,
2752095,GOVT BOYS SR. SEC  SCHOOL,MAHAVIR SINGH,Senior Secondary,31/03/2022,"JOSHI COLONY MANDAWLI DELHI ,110092","011 ,22479029",1002181hos@gmail.com,
2752103,GOVT BOYS SR. SEC SCHOOL,Pawan Kumar Verma,Senior Secondary,31/03/2021,"BRAHAMPURI DELHI ,110053","011 ,22568633",vibhorsanjeev@gmail.com,
2752089,GOVT BOYS SR. SEC SCHOOL,OM PAL SINGH,Senior Secondary,31/03/2020,"KALYAN PURI DELHI ,110091","011 ,22789423",singhompal0@gmail.com,
2752080,GOVT BOYS SR. SEC SCHOOL,LOKESH KUMAR,Senior Secondary,31/03/2024,"VIJAY PARK MAUJPUR DELHI ,110053","011 ,22915005",lokesh30aggarwal@yahoo.com,
2756107,GOVT BOYS SR. SEC SCHOOL,KARAN SINGH,Senior Secondary,31/03/2022,"RAJ NAGAR II EXTN. PALAM COLONY NEW DELHI ,110045","011 ,25364157",rajnagar1821003@yahoo.com,
2754095,GOVT BOYS SR. SEC SCHOOL,KIRAN BAGE,Senior Secondary,31/03/2022,"G BLOCK SAKET NEW DELHI ,110017","011 ,26568666",kiran.bage7@gmail.com,
2754108,GOVT BOYS SR. SEC SCHOOL,ANIL KUMAR KISPOTTA,Senior Secondary,31/03/2020,"J BLOCK SAKET NEW DELHI ,110017","011 ,26850264",KISPOTTAANILKUMAR787@GMAIL.COM,
2756104,GOVT BOYS SR. SEC SCHOOL (II SHIFT),SHIV LAL MEENA,Senior Secondary,31/03/2023,"NARAINA NEW DELHI ,110028","011 ,25774079",gbss1720010@gmail.com,
2754092,GOVT BOYS SR. SEC SCHOOL NO 2,RAKESH KUMAR SHARMA ,Senior Secondary,31/03/2022,"RAILWAY COLONY TUGLAKABAD NEW DELHI ,110044","011 ,26361881",,
2756179,"GOVT BOYS SR. SEC SCHOOL, NO-2",NARENDER KUMAR YADAV,Senior Secondary,31/03/2021,"SAMALKHA, NEW DELHI-110037 ,","011 ,25060315",nkyadav1958@gmail.com,
2754131,GOVT BOYS SR. SEC. SCHOOL,R R MEENA,Senior Secondary,31/03/2022,"TEKHAND, DELHI-110020 ,110020","011 ,26816591",ROOP.MEENA22@YAHOO.COM,
2754134,GOVT BOYS SR. SEC. SCHOOL,BONIFACE EKKA,Senior Secondary,31/03/2024,"DERA VILL., DELHI-110074 ,110074","011 ,26652214",saraswal1986@gmail.com,
2754132,GOVT BOYS SR. SEC. SCHOOL,DR RAJVEER,Senior Secondary,31/03/2021,"MANDI VILLAGE, NEW DELHI-110047 ,110047","011 ,26651901",rajveerkhari1970@gmail.com,
2754133,GOVT BOYS SR. SEC. SCHOOL,KESAV KARAN DEO,Senior Secondary,31/03/2022,"TEJPUR, PAHARI, BADARPUR, NEW DELHI-110044 ,110044","011 ,29891621",gbsss.tajpurpahari@yahoo.com,
2754099,GOVT BOYS SR. SEC. SCHOOL NO 3,BANI PRASAD MEENA,Senior Secondary,31/03/2020,"IIND SHIFT SECT -5 DR. AMBEDKAR NAGAR NEW DELHI ,110062","011 ,29961112",WWW.GOVBSSNO3@GMAIL.COM,
2752042,GOVT BOYS SR.SEC SCHOOL,RAKESH KUMAR,Senior Secondary,31/03/2025,"WEST JYOTI NAGAR SHAHDARA DELHI ,110094","011 ,22803315",GBSSSW@YAHOO.COM,
2754113,GOVT BOYS SR.SEC SCHOOL,NAMOLAL MEENA,Senior Secondary,31/03/2023,"HARKESH NAGAR NEW DELHI ,110020","011 ,26382215",namolalmeena9161@gmail.com,
2752104,GOVT CO ED SEC SCHOOL,K P SINGH,Secondary School,31/03/2006,"C BLOCK KRISHN NAGAR DELHI ,110051",",22003688",,
2754098,GOVT CO EDU SEC  SCHOOL,VIJAY KUMAR,Secondary School,31/03/2009,"NANGAL DEWAT NEW DELHI ,110037",",",,
2754101,GOVT CO EDU SEC SCHOOL,PUSHPA EKKA,Secondary School,31/03/2024,"NEB SARAI NEW DELHI ,110068","011 ,29533530",1923031nebsarai@gmail.com,
2756183,GOVT CO EDUCATION SARVODAYA VIDYALAYA,HARKESH ,Senior Secondary,31/03/2021,"DICHAON KALAN, NEW DELHI-110043 ,110043","011 ,65072262",gsvdk262@gmail.com,
2756184,GOVT CO EDUCATION SECONDARY SCHOOL,JASH RAM MEENA ,Secondary School,31/03/2021,"SEC-16A DWARKA NEW DELHI 78 ,110075","011 ,64552542",jsmeena303@gmail.com,
2756152,GOVT CO EDUCATON SR.SECONDARY SCHOOL,ASHOK KUMAR YADAV,Senior Secondary,31/03/2022,"BAMNOLI NEAR BIJWASAN NEW DELHI ,110077","011 ,25314900",1821039bamnoli@gmail.com,
2756150,GOVT CO-ED  SR SEC SCHOOL,SAVITA MIGLANI,Senior Secondary,31/03/2011,"BINDAPUR EXTN DELHI ,110059","011 ,25633247",MIGLANISAVITA17@GMAIL.COM,
2752109,GOVT CO-ED SEC SCHOOL,SATISH KUMAR,Secondary School,31/03/2021,"BLOCK - 2 GEETA COLONY DELHI ,110031","011 ,22531437",1003202hos@gmail.com,
2756112,GOVT CO-ED SEC SCHOOL,MR S BAJAJ,Secondary School,31/03/2003,"PEERA GARHI CAMP DELHI ,110056",",",,
2752093,GOVT CO-ED SEC SCHOOL,TARA CHAND,Secondary School,31/03/2021,"WEST AZAD NAGAR DELHI ,110051","011 ,22002711",hoswan110094@gmail.com,
2756086,GOVT CO-ED SEC SCHOOL,SHIV CHARAN MEENA,Secondary School,31/03/2021,"NANAKHERI NEW DELHI ,110071","011 ,25319929",scmeenaisonline@gmail.com,
2756144,GOVT CO-ED SECONDARY SCHOOL,MANJU GUPTA,Secondary School,31/03/2025,"MAHAVIR ENCLAVE NEW DELHI ,110045","011 ,25032916",1821136@gmail.com,
2764012,GOVT CO-ED SR SEC SCHOOL,N BHATIA - V.P.,Senior Secondary,31/03/2017,"LODHI ROAD NEW DELHI ,\11000",",24646209",,
2764007,GOVT CO-ED SR SEC SCHOOL,ARCHNA NIGAM,Senior Secondary,31/03/2022,"LAJPAT NAGAR-I NEW DELHI ,110024","011 ,29818763",archnanigam2017@gmail.com,
2756082,GOVT CO-ED SR SEC SCHOOL,BHOOR SINGH,Senior Secondary,31/03/2024,"JAFFAR PUR KALAN NEW DELHI ,110073","011 ,25318218",GSVJAFFARPUR@YAHOO.COM,
2756016,GOVT CO-ED SR SEC SCHOOL,Purushottam Meena,Senior Secondary,31/03/2023,"KHERA DABAR NEW DELHI ,110073","011 ,28010581",psmeena1972@gmail.com,
2756019,GOVT CO-ED SR SEC SCHOOL,DR A K KAUSHAL,Senior Secondary,31/03/2008,"ISSAPUR NEW DELHI ,110073",",25508516",,
2754094,GOVT CO-ED SR SEC SCHOOL,OM PRAKASH,Senior Secondary,31/03/2024,"SANJAY COLONY BHATI MINES NEW DELHI ,110074","011 ,26652223",opsumera@gmail.com,
2756149,GOVT CO-ED SR SEC SCHOOL,RITU PURI,Senior Secondary,31/03/2023,"SECT VI DWARKA PAPPAN KALAN NEW DELHI ,110075","011 ,25080096",RITU.PURI123@GMAIL.COM,
2752083,GOVT CO-ED SR SEC SCHOOL,AJAY KUMAR,Senior Secondary,31/03/2021,"CHILLA VILLAGE DELHI ,110091","011 ,22717275",tomar.ajay2010@gmail.com,
2756119,GOVT CO-ED SR SEC SCHOOL,B L SETHI,Senior Secondary,31/03/2009,"B BLOCK VIKAS PURI NEW DELHI ,110018",",",,
2756094,GOVT CO-ED SR SEC SCHOOL,VINOD KUMAR SHARMA,Senior Secondary,31/03/2021,"POCHANPUR NEW DELHI ,110045","011 ,28052133",V.K.SHARMA2199@GMAIL.COM,
2756085,GOVT CO-ED SR SEC SCHOOL,SANJEEV KUMAR YADAV,Senior Secondary,31/03/2021,"RAWTA NEW DELHI ,110073","0 ,9811233100",s.kumaryadav@yahoo.com,
2756117,GOVT CO-ED SR SEC SCHOOL,DINESH KUMAR,Senior Secondary,31/03/2021,"MALIKPUR NEW DELHI ,110073","011 ,25318325",kumardineshvp@gmail.com,
2756113,GOVT CO-ED SR SEC SCHOOL,RANBIR SINGH BENIWAL,Senior Secondary,31/03/2021,"BAPROLA NEW DELHI ,110043","011 ,25325673",raj1961w@gmail.com,
2756110,GOVT CO-ED SR SEC SCHOOL,RAM CHANDRA RODIWAL,Senior Secondary,31/03/2022,"KAJIPUR NEW DELHI NEW DELHI ,110073","011 ,25313800",rodiwal.r.c@gmail.com,
2756132,GOVT CO-ED SR SEC SCHOOL,SHASHI KANT SINGH,Senior Secondary,31/03/2021,"SECT II DWARKA (PAPANKALAN) NEW DELHI ,110075","011 ,25088033",psysky2009@gmail.com,
2756096,GOVT CO-ED SR SEC SCHOOL,DR FATEH SINGH,Senior Secondary,31/03/2018,"JHATIKARA NEW DELHI ,110043","011 ,65888088",gcoedjht@gmail.com,
2754100,GOVT CO-ED SR. SEC SCHOOL,ALKA SETHI,Senior Secondary,31/03/2016,"NEHRU NAGAR NEW DELHI ,110065","011 ,29834581",sethialka60@gmail.com,
2752099,GOVT CO-ED SR. SEC SCHOOL,KARAN SINGH KALSHYAN,Senior Secondary,31/03/2022,"E BLOCK WEST VINOD NAGAR DELHI ,110092","011 ,22479034",1002180HOS@GMAIL.COM,
2762080,GOVT CO-ED SR.SEC  SCHOOL,ASHOK KUMAR YADAV,Senior Secondary,31/03/2019,"SHIV PURI DELHI ,110051","011 ,22056169",1003205hos@gmail.com,
2756103,GOVT CO-EDN SR SEC SCHOOL,JAI KISHOR SHARMA,Senior Secondary,31/03/2025,"KANGAN HERI NEW DELHI ,110071","011 ,25319800",kanganherischool@gmail.com,
2754114,GOVT CO-EDUCATION SEC SCHOOL NO 3,,Secondary School,31/03/2008,"BAMNOLI NEAR BISHWASAN NEW DELHI ,110045",",",,
2752106,GOVT COED SEC SCHOOL,INDIRA RANI,Secondary School,31/03/2022,"TELIWARA SHAHDARA DELHI ,110032","011 ,22393033",1001151hos@gmail.com,
2766070,GOVT COED SR SEC SCHOOL,mrs pushpa mehta,Senior Secondary,31/03/2018,"MITRAON NEW DELHI ,110043","011 ,28015212",manju_goel@yahoo.com,
2764032,GOVT COED SR SEC SCHOOL,AMEETA GUPTA,Senior Secondary,31/03/2018,"LAXMIBAI NAGAR NEW DELHI ,110023","011 ,24673960",principallbn@gmail.com,
2764039,GOVT COED SR SEC SCHOOL,SUDHANSHU,Senior Secondary,31/03/2020,"SECT V R K PURAM NEW DELHI ,110022","011 ,26197150",gcsssrkp5@rediffmail.com,
2756139,GOVT COED SR. SEC. SCHOOL,SUNITA GAUR,Senior Secondary,31/03/2021,"SECTOR 1 POCKET 7 DABRI EXTN DWARKA NEW DELHI ,110045","011 ,25393322",skvsector1@gmail.com,
2752107,GOVT GIRLS SEC SCHOOL,SANDHYA SINGH,Secondary School,31/03/2018,"MAYUR VIHAR PHASE III DELHI ,110096","011 ,22627160",1002199hos@gmail.com,
2768015,GOVT GIRLS SEC SCHOOL,MRS MALTI BHARGAWA,Secondary School,,"LINK ROAD PLOT NO 1 NEW DELHI ,110005",",2525664",,
2768012,GOVT GIRLS SEC SCHOOL,,Secondary School,31/03/2008,"SUSHILA MOHAN MARG NAYA BAZAR DELHI ,110006",",",,
2764048,GOVT GIRLS SEC SCHOOL,SADHNA BANSAL,Secondary School,31/03/2023,"LADO SARAI MEHRAULI NEW DELHI ,110030","011 ,26682283",,
2764066,GOVT GIRLS SEC SCHOOL,MISS B NAURIYAL,Secondary School,31/03/2003,"DELHI CANTT. DELHI ,110010",",23292640",,
2764069,GOVT GIRLS SEC SCHOOL,NISHA DHAWAN,Secondary School,31/03/2025,"D D A FLATS PHASE II KALKAJI NEW DELHI ,110017","011 ,26024068",,http://www.ncsnavy.com
2764082,GOVT GIRLS SEC SCHOOL,ROLEE SRINATH,Secondary School,31/03/2022,"MMTC/STC COLONY BEGAMPUR NEW DELHI ,110017","011 ,26529884",rolee.srinath@yahoo.co.in,
2762045,GOVT GIRLS SEC SCHOOL,KOMAL VERMA,Secondary School,31/03/2021,"ASHOK NAGAR MANDOLI ROAD SHAHDARA DELHI ,110093","011 ,22801372",ggss.ashoknagar93@gmail.com,
2768046,GOVT GIRLS SEC SCHOOL (URDU MEDIUM),MRS SHAHANA KHATOON,Secondary School,31/03/2005,"IIND SHIFT CHASHMA BUILDING BALLIMARAN DELHI ,110006",",",,
2766056,GOVT GIRLS SEC SCHOOL NO 2,MRS USHA DEVI SHARMA,Secondary School,31/03/2005,"CHAND NAGAR NEW DELHI ,110018",",",,
2764087,GOVT GIRLS SEC SCHOOL NO 3,INDU AHUJA,Senior Secondary,31/03/2025,"MOLAR BAND NEW DELHI ,110044","011 ,26660814",,
2764059,GOVT GIRLS SEC SCHOOL NO-1,LALITA ELISABA  BAXLA,Secondary School,31/03/2022,"SECTOR V DR. AMBEDKAR NAGAR NEW DELHI ,110062","011 ,29962427",1923078dansv@gmail.com,
2766061,GOVT GIRLS SEC SCHOOL NO-3,MRS UMA  PUSHKARANA,Secondary School,31/03/2010,"UTTAM NAGAR NEW DELHI ,110059",",25503773",,
2752120,GOVT GIRLS SEC. SCH.,Ms.Parvati Nautiyal,Secondary School,31/03/2022,"GH. BLOCK, OLD SEEMAPURI ,110095","011 ,8750570923",p.nautiyal.1971@gmail.com,
2766020,GOVT GIRLS SR SEC SCH NO 2,MRS B UPPAL,Senior Secondary,31/03/2008,"TILAK NAGAR NEW DELHI ,110018",",25437312",,
2766053,GOVT GIRLS SR SEC SCH NO 2,NIRMAL,Senior Secondary,31/03/2019,"UTTAM NAGAR NEW DELHI ,110059","011 ,25357061",unggsss@gmail.com,
2762019,GOVT GIRLS SR SEC SCHOOL,MEENU GILL,Senior Secondary,31/03/2021,"KAILASH NAGAR DELHI ,110031","011 ,22073252",ggsss_delhi31@yahoo.com,
2762081,GOVT GIRLS SR SEC SCHOOL,SURESH KUMARI,Senior Secondary,31/03/2025,"SABOLI DELHI ,110093","011 ,22343159",1106117hos@gmail.com,
