Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
931213 ,DAWN PUBLIC SCHOOL,Mrs.KAVITHA UNNI.K.S,Secondary School,31/03/2023,"THALAKKULATHUR ,EDAKKARA .P.O,VIA CHELANUR,KOZHIKODE, KERALA ,673616",",04953229029",dawnedakkara@gmail.com,
930044 ,DAYAPURAM RESIDENTIAL SCHOOL,MRS. JYOTHI.P,Senior Secondary,31/03/2024,"NIT CAMPUS P O KOZHIKODE KERALA ,673601","0495 ,04952287836",principaldrs@dayapuram.org,http://www.dayapuram.com
930148 ,DE PAUL PUBLIC SCHOOL,Johny Kallupura,Senior Secondary,31/03/2025,"KALPETTA WAYANAD DIST. KERALA ,673121","0493 ,9442088417",depaulpublicschool@gmail.com,http://www.suprabhat.ac
930624 ,DE PAUL PUBLIC SCHOOL,THOMAS THEKKEMURY,Senior Secondary,31/03/2026,"RAJAMYDI IDUKKI DISTT., KERALA ,685604","0486 ,8260400",thekkemurytc@hotmail.com,www.depaulidukki.com
930672 ,DE PAUL PUBLIC SCHOOL,Fr SEBASTIAN PAINAPPILLIL,Senior Secondary,31/03/2022,"NAZARETH HILL PO KURAVILANDADU KOTTAYAM DISTT KERALA ,686633","4822 ,233774",frpainappillil@yahoo.com,
930306 ,DE PAUL PUBLIC SCHOOL,Jose Chettoor,Senior Secondary,31/03/2025,"THODUPUZHA EAST P O IDDUKKI DISTT., KERALA ,685585","4862 ,229155",jchettoor@gmail.com,
930772 ,DELHI INTERNATIONAL SCHOOL,Sujith Krishna T,Senior Secondary,31/03/2024,"EDAYUR.P.O VALANCHERY MALAPPURAM DISTRICT KERALA ,676554","0494 ,2643999",diskeralaprinci@gmail.com,
931333 ,"DELHI PUBLIC SCHOOL, KOLLAM",MRS. EDNA S. FERNANDEZ,Senior Secondary,31/03/2024,"DELHI PUBLIC SCHOOL KUMMALLOOR P O MEEYANNOOR,KOLLAM ,691573",",04742941700",principal@dpskollam.com,www.dpskollam.com
930797 ,DELTA CENTRAL SCHOOL,MRS. JAYASREE MOHAN,Secondary School,31/03/2024,"AYLARA-PO, KOLLAM ,691312","0475 ,04752271360",deltacentralschool@gmail.com,http://www.deltacentralschool.in
930695 ,DEVAGIRI CMI PUBLIC SCHOOL,JOHNY KANJIRATHINKAL,Senior Secondary,31/03/2023,"DEVAGIRI COLLEGE KOZHIKODE DISTT KERALA ,673008","0495 ,2353582",jkanjirathinkal@gmail.com,
930468 ,DEVAMATHA CMI PUBLIC SCHOOL,MR. SHAJU ED,Senior Secondary,31/03/2024,"THRISSUR DIST., KERALA ,680022","0487 ,04872321144",principal@devamatha.com,http://www.devamatha.com
930502 ,DIVINE PUBLIC SCHOOL,MAHESWARI S,Senior Secondary,31/03/2021,"PUTHOOR PO KOTTARAKKARA KOLLAM DISTT KERALA ,691507","0474 ,2416181",admin@divinepublicschool.com,
930974 ,DON BOSCO CENTRAL SCHOOL,GEORGE VELLAKADAYIL,Senior Secondary,31/03/2022,"PUTHUPPALLY,KOTTAYAM(DIST),KERALA STATE -686011 ,686011","0481 ,2354141",vellakadayil@yahoo.co.in,
931354 ,DON BOSCO CENTRAL SCHOOL MANJESHWAR,Mr. AUGUSTY TA,Secondary School,23/03/2024,"DON BOSCO CENTRAL SCHOOL, MANJESHWAR, KASARGOD , KERALA PIN: 671323 ,671323",",04998274688",dbmanjeshwarcbse@yahoo.com,https://dbmanjeshwarcbse.com/
920001 ,DR AMBEDKAR VIDYA NIKETAN,N  VIJAYAKUMAR,Senior Secondary,31/03/2019,"NJARANELLI, ELANCHIYAM PO TRIVANARIM ,695563","0472 ,2846631",vijayakumarpanayam@gmail.com,
930099 ,DR N K MOHAMED MEMORIAL MES CENT. SCHOOL,MR. NAIR G SURENDRAN,Senior Secondary,31/03/2024,"P.O.VALANCHERY MALAPPURAM DISTRICT KERALA ,676552","0494 ,2644755,642655",drnkmmescs@gmail.com,http://www.mescentralschoolvly.org/
930457 ,DR Z H M BHARTIYA VIDYA VIHAR,UNNIKRISHNAN VT,Senior Secondary,31/03/2024,"PERUNNA WEST PANACHIKKAVV PO CHANGANACHERRY KOTTAYAM KERALA ,686102","0481 ,2422298",unnikrishnanv88@gmail.com,http://www.simigointschool.com
930229 ,DR. G.R. PUBLIC SCHOOL,MARIA JOE JAGADHESH,Senior Secondary,31/03/2025,"OORUTTUKALA NEYYATTUNKARA THIRUVANTHAPURAM ,695121","0471 ,2222310",joe.amj@gmail.com,drgrpublicschool.com
930805 ,DR. GUNDERT FOUNDATION SCHOOL,PUSHPARAJAN M,Secondary School,31/03/2020,"MAIN ROAD, TELLICHERRY KANNUR ,670101","0490 ,2320480",,http://www.gundertfoundationschool.org
930935 ,DR. N. INTERNATIONAL SCHOOL,MRS. SYAMA R,Senior Secondary,31/03/2025,"AISWARYA NAGAR NORTH PARAVUR ,683513","0484 ,04842445422",drninternationalschool@gmail.com,www.drninternationalschool.com
931314 ,"DR. RAJU DAVIS INTERNATIONAL SCHOOL, MALA",MRS. REJINI G R,Senior Secondary,31/03/2023,"DR.RAJU DAVIS INTERNATIONAL SCHOOL GRACE KNOWLEDGE VILLAGE MALAPALLIPURAM P O MALA THRISSUR DIST KERALA INDIA PIN 680732 ,680732",",04802896222",drrajudavisinternationalschool@gmail.com,www.drrajudavisinternationalschool.com
931039 ,EAST POINT ENGLISH MEDIUM SCHOOL,MALA SASI,Secondary School,31/03/2021,"NEAR K.S.D.P PATHIRAPALLY ALAPPUZHA ,688521","0477 ,2258318",malaanil99@gmail.com,
930710 ,EASTERN PUBLIC SCHOOL,MICHELLE LABROOY,Senior Secondary,31/03/2022,"MACHIPLAVU PO ADIMALY DEVICOLAM IDUKKI KERALA ,685561","4864 ,225599",principal@eastern.in,
930516 ,EBENEZER ENGLISH SCHOOL,PRINSAMMA K GEORGE,Secondary School,31/03/2024,"EDAKKADU PO KOLLAM DISTT KERALA ,691552","0476 ,2820871",princyjerry@gmail.com,
930561 ,EBENEZER INTERNATIONAL RESIDENTIAL SCHOOL,SONIA ELIZABETH ANTONY,Senior Secondary,31/03/2026,"PATTITHANAM PO ETTUMANOOR KOTTAYAM DISTT KERALA ,686631","0481 ,2536687",principal@ebenezerirs.org,
930355 ,EDEN PUBLIC SCHOOL,MARYKUTTY ABRAHAM,Senior Secondary,31/03/2024,"VAZHOOR EAST PO, DISTT KOTTAYAM KERALA ,686504","0482 ,8219846",marykuttymjose@gmail.com,www.edenpublicschool.com
931075 ,ELAMKAVU VIDYA MANDIR,Manu MN,Secondary School,31/03/2026,"MALAKUNNAM P.O, ITITHANAM, CHANGANACHERRY, KOTTAYAM, KERALA. ,686535","0481 ,2322400",manuajaymanu@gmail.com,
930175 ,EMINENCE ENGLISH MEDIUM SCHOOL,ABRAHAM PHILIP,Senior Secondary,31/03/2023,"PANDALAM PATHANAMTHITTA DIST., KERALA ,689501","4734 ,250266",aphilip51@hotmail.com,http://www.xyz.com
931222 ,EMMAUS PUBLIC SCHOOL,Naijin Joseph,Secondary School,31/03/2023,"KADUVAKULAM,KOLLAD P.O., ,686004","0481 ,2342577",tkottuppallil@gmail.com,
930311 ,ESSA ENGLISH SCHOOL,ABUBAKER K,Secondary School,31/03/2024,"RAJIV NAGAR PERWAD P O MOGRAL KUMBLA KASARAGOD KERALA ,671321","0499 ,814938",verfpune@gmail.com,www.vidyashilp.in
930747 ,EVERGREEN PUBLIC SCHOOL,VIJINA  M K,Senior Secondary,31/03/2026,"MUYIPPOTH POST MEPPAYYUR KOYILANDY, DISTT KOZHIKODE KERALA ,673524","0496 ,2776277",principalegps@gmail.com,
930471 ,EXCEL PUBLIC SCHOOL,Anila Philip,Secondary School,31/03/2025,"GURUVAYOOR ROAD, ARTHAT P.O, KUNNAMKULAM THRISSUR DISTT., KERALA ,680521","4885 ,228262",excelschool@gmail.com,
930214 ,EXCELSIOR ENGLISH SCHOOL,ROSEY MATHEW,Senior Secondary,31/03/2022,"ILLIEKAL, KOTTAYAM WEST, DISTT KOTTAYAM, KERALA ,686003","0481 ,2381833",roseymathew@yahoo.com,
930114 ,EZHIMALA ENGLISH SCHOOL,BINO VARGHESE,Secondary School,31/03/2025,"ETTIKULAM RAMANTHALI KANNUR DISTT KERALA ,670308","0498 ,5210285",informbino@gmail.com,http://www.suprabhat.ac
931277 ,"FACE INTERNATIONAL SCHOOL, PADANILAM",Mr.Basheer M.A,Secondary School,31/03/2025,"FACE INTERNAITIONAL SCHOOL, KALARIKANDI, PADANILAM - P.O PILASSERY, VIA KUNNAMANGALAM, KOZHIKODE DT. KERALA, INDIA - 673571 ,673571","0491 ,04952803401",faceinternationalschool@gmail.com,
930830 ,FATHIMA PUBLIC SCHOOL,MERCYMOL D S,Senior Secondary,31/03/2026,"PUNALOOR (P.O) ,691305","0475 ,2224922",fathimaschoolplr@gmail.com,http://www.fathima.com
930397 ,FATIMA CENTRAL SCHOOL,SR  MERCY   SKARIA,Senior Secondary,31/03/2025,"PIRAVOM PO DISTT ERNAKULAM KERALA ,686664","0485 ,2265222",fatimacbse@gmail.com,
930891 ,FATIMA PUBLIC SCHOOL,SHANIYA JOHN,Senior Secondary,31/03/2025,"KOTTAMOM, CHENGAL VILLAGE, THIRUVANATHAPURAM ,695122","0471 ,2230174",shaniyajohn@gmail.com,
930284 ,FATIMAGIRI ENG SCHOOL,MISS ANNIE M I,Senior Secondary,31/03/2024,"NILAMBUR R S PO MALAPURAM DISTT KERALA ,679330","0493 ,224150,",fatimagirinilambur@yahoo.com,http://www.fatimagirischool.com
930256 ,FAZI -E OMAR  PUBLIC SCHOOL,REENAP,Secondary School,31/03/2024,"KARULAI P O MALAPPURAM KERALA ,679344","4931 ,270535",reenap@gmail.com,
930410 ,FAZL E OMAR PUBLIC SCHOOL,SANKARAN M,Secondary School,31/03/2021,"KOODALI PO KANNUR KERALA ,670592","0497 ,2759360",sankaranmuzhapravan@gmail.com,
930802 ,FAZL-E-OMAR PUBLIC SCHOOL,Mini Mithran,Secondary School,31/03/2023,"ADUTHILA ,670303","0497 ,2876200",minimithranp@gmail.com,http://www.fazl-e-omarschool.com
930700 ,FLOREAL INTERNATIONAL SCHOOL,MOHAMMED K M,Senior Secondary,31/03/2022,"PO VOLIYAPARAMHA MALAPPURAM DISTT KERALA ,673637","0483 ,2794141",floreatprincipal@gmail.com,
930858 ,FLOWERET ENGLISH MEDIUM SCHOOL,JOSY M JOSEPH,Secondary School,31/03/2024,"A.K.G.NAGAR ULIKKAL POST, IRITTY, KANNUR DIST, KERALA ,670705","0460 ,2228308",femsulikkal@gmail.com,
930701 ,FR MATHEW ALAKOLAM PUBLIC SCHOOL,JACOB AKKANATH,Secondary School,31/03/2025,"MECHIRA PO KODASSERY CHALAKUDY THRISSUR DISTT KERALA ,680725","0480 ,2703636",jamcbs27@gmail.com,www.ansarschool.org
930188 ,FR THOMAS PORUKARA CENTRAL SCHOOL,PAUL MANGAD CMI,Senior Secondary,31/03/2024,"CHAMPAKULAM, DISTT ALAPUZHA, KERALA ,688505","0477 ,2737276",frpaulmangad@gmail.com,
931294 ,FR XAVIER ARESSERIL MEMORIAL ENGLISH MEDIUM SCHOOL,REMADEVI K R,Secondary School,31/03/2025,"ARTHUNKAL ,688530","0478 ,2572355",remadevipremachandran@gmail.com,http://aresserilschool.webs.com/
931128 ,FR.PAUL CHITTILAPPILLY MEMIAL PUBLIC SCHOOL,CHRISTON J PERUMATTIL,Secondary School,31/03/2022,"ENGANDIYUR P.O THRISSUR DISTRICT ,680615","0487 ,2294483",christonjohnson@gmail.com,
930566 ,FUSCO ENGLISH MEDIUM SCHOOL,SR SHINY STEPHEN,Senior Secondary,31/03/2024,"POOPARAMBA ERUVESSY PO KANNUR DISTT KERALA ,670632","0460 ,2213402",sshiny4@yahoo.com,
931266 ,GADHA PUBLIC SCHOOL,Mrs.VANDANA RAJU,Secondary School,31/03/2024,"POONOOR, UNNIKULAM PO, KOZHIKKODE ,673574","0496 ,04962646099",gadhapublicschoolpunur@gmail.com,
930479 ,GANGOTHRI ENGLISH MEDIUM SCHOOL,PRABHAKARAN  P  S,Senior Secondary,31/03/2023,"NEMMARA NSS COLLEGE POST NEMMARA PALAKKAD DISTT KERALA ,678508","4923 ,243556",prabhakaran6213@gmail.com,http://gangothrischool.in
930667 ,GAYATHRI CENTRAL SCHOOL,SUSEELA BALAKRISHNAN,Senior Secondary,31/03/2024,"THEKKUMMURY PULIYANO PO KOTTAYAM DISTT., KERALA ,686573","0482 ,2206287",suseelaetr@gmail.com,
930855 ,GAYATHRI CENTRAL SCHOOL,LEENA SHANKAR,Secondary School,31/03/2024,"SOUTH MONKUZHY PULLIKANNAKKU P.O KAYAMKULAM ,690537","0479 ,2331398",principalgayathri.cs@gmail.com,
931071 ,GEMS PUBLIC SCHOOL,SASIKALA CK,Secondary School,31/03/2026,"KOORIYAD, TIRURANGADI.P.O., MALAPPURAM DT.PIN 676306 ,676306","0494 ,2449414",cksasikalahn@gmail.com,http://www.gemspublicschool.com
930577 ,GEORGIAN PUBLIC SCHOOL,Fr. JOSEPH Chempilakam,Senior Secondary,31/03/2025,"EDATHUA PO ALAPPUZHA DISTT KERALA ,689573","0477 ,2215852",jchempi@yahoo.com,georgianpublicschool.org
931139 ,"GEORGIAN PUBLIC SCHOOL,",LIBI ELIZABETH MUKESH,Secondary School,31/03/2022,"PUTHUPALLY PO KOTTAYAM, KERALA ,686011","0481 ,2354535",mlibbs@gmail.com,
930296 ,GIRIDEEPAM BETAHANY CENTRAL SCHOOL,George Joseph,Senior Secondary,31/03/2024,"BETHANY HILL VADAVATHOOR KOTTAYAM DISTT KERALA ,686010","0481 ,2571268",thomasbijily@gmail.com,
930741 ,GIRIJYOTHI CMI PUBLIC SCHOOL,BIJUMON GEORGE,Senior Secondary,31/03/2024,"VAZHATHOPE IDUKKI COLONY PO IDUKKI DISTT KERALA ,685602","0486 ,2236089",vettustone@gmail.com,http://www.snvmandir.org
931360 ,GLOBAL INDIA PUBLIC SCHOOL,MR. SHAJI ALUNGAL JOSEPH,Secondary School,31/03/2024,"GLOBAL INDIA PUBLIC SCHOOL, VILAKKODE PO, IRITTY ,670703",",9847359988",globalindiaps@gmail.com,http://www.globalindiapublicschool.co.in
931093 ,GLOBAL INDIAN PUBLIC SCHOOL,THOMAS J KAPPEN,Secondary School,31/03/2022,"KODIKULAM PO, THODUPUZHA, IDUKKI ,685582","0486 ,2264200",tkappen@rediffmail.com,http://www.gipublicschool.com
930816 ,GLOBAL PUBLIC SCHOOL,Mr. Sreekumar,Senior Secondary,31/03/2025,"OEN JN, CHOTTANIKKARA ROAD, THIRUVANIYOOR ,682306","0484 ,2713745",sreekumarkartha@globalpublicschool.org,http://www.globalpublicschool.org
931217 ,GODS OWN PUBLIC SCHOOL,NINU ANGEL TOM,Secondary School,31/03/2023,"NAVARASHMI NAGAR, EDATHALA NORTH P.O, CHOONDI, ALUVA ,683564","0484 ,2837256",godsownschoolchoondi@gmail.com,
931169 ,GOLDEN CENTRAL SCHOOL,ABDURAHIMAN U,Secondary School,31/03/2022,"GOLDEN HILLS PUTHUR (PO), KOTTAKKAL PIN: 676503 ,676503","0483 ,2102789",uar.snehatheeram@gmail.com,
931085 ,GOOD HOPE CENTRAL SCHOOL,BABY PRAMOD P R,Secondary School,31/03/2026,"NATIONAL CAMPUS CHERAVALLUR ,679575","0494 ,2655620",goodhopeprincipal@gmail.com,
930116 ,GOOD HOPE ENGLISH MEDIUM SCHOOL,ABOOBACKER,Senior Secondary,31/03/2024,"V K ROAD NILAMBUR MALAPURAM DISTT KERALA ,679329","4931 ,221606",goodhopeschool111@gmail.com,
930124 ,GOOD SHEPHERD PUBLIC SCHOOL,MS SUNITHA SATHEESH,Senior Secondary,31/03/2025,"THENGANA PO CHANGANACHERRY KOTTAYAM DISTT KERALA ,686546","0481 ,2473732,9961454005",satheeshsunitha20@gmail.com,http://www.lotusnationalschool.com
931307 ,GOOD SHEPHERDCMI SCHOOL,Mr.FR. Jose Thanickal CMI,Secondary School,31/03/2022,"GOOD SHEPHERD CMI SCHOOL,WADAKKANCHERY ROAD, KUNNAMKULAM ,680503",",04885 327927",goodshepherdcmischool@gmail.com,http://www.goodshepherdcmischool.com
930885 ,GOOD SHEPHERDS CENTRAL SCHOOL,FR SOLY THATTIL,Senior Secondary,31/03/2022,"MULLASSERY P.O., CHAVAKKAD, THRISSUR, ,680509","0487 ,2260530",solyperikkan@gmail.com,www.goodshepherdscsmly.com
930521 ,GOODWILL ENGLISH SCHOOL,P K BINDU,Secondary School,31/03/2023,"PO POOKKOTTUPADAM MALAPPURAM DISTT KERALA ,679332","4931 ,260585",pkbindu55@gmail.com,http://www.spkschools.com
3220003,GOVT SEC. SCHOOL,MOHAMMED IQUBAL C,Secondary School,31/03/2020,"P.O. AGATLI, ICELAND UT OF LAKSHADWEEP ,068553","0489 ,4242253",cmiagt2009@gmail.com,
3220004,GOVT SEC. SCHOOL,GK MOHAMMED,Secondary School,31/03/2022,"MINICOY POST MINICOY UT LAKSHDWEEP ,682559","0489 ,2222251",principalgsssm@gmail.com,
3220002,GOVT SENIOR SECONDARY SCHOOL,CP SUBAIDABI,Senior Secondary,31/03/2008,"KAVARATTI LAKSHADWEEP(U.T) - 682 555 VIA HPO KOCHI KERALA ,682555","0489 ,6262874",principalgssskvt@gmail.com,
3220006,GOVT. HIGH SCHOOL,A O GEORGE,Secondary School,31/03/2021,"ANDROTH ISLAND, UT OF LAKSHADWEEP ,682551","0489 ,3232323",georgeainiadan@gmail.com,
3220007,GOVT. SEC. SCHOOL,CHANDRASEKHARAN P P,Secondary School,31/03/2022,"KALPENI ISLAND UT OF LAKSHADWEEP ,068553","0489 ,5252225",chandrasekharpranavam@gmail.com,
930048 ,GRACE CENTRAL SCHOOL,JESSY P ABRAHAM,Secondary School,31/03/2023,"CHELAKKARA THRISSUR DIST. KERALA ,680586","0488 ,4252130",gracetrr@gmail.com,http://www.xyz.com
930580 ,GRACE GARDEN PUBLIC SCHOOL,ANNA MARY CHERIYAN,Secondary School,31/03/2022,"GRACE NAGAR AYYAPPANCOIL PO IDDUKKI DISTT KERALA ,685507","0486 ,9244947",annacheriyan@yahoo.com,http://www.dpsfamily.org
930520 ,GRACE MOUNT RESIDENTIAL SCHOOL,Smitha Sara Santosh,Secondary School,31/03/2022,"KUMBANAD PO THIRUVALLA PATHANAMTHITTA DISTT KERALA ,689547","0469 ,2664772",smitha.s.santosh@gmail.com,
930423 ,GRACE PUBLIC SCHOOL,SAJIMON VM,Senior Secondary,31/03/2023,"PAYYOLI KOZHIKKODE DISTT KERALA ,673523","0496 ,2471002",sajimon3031967@gmail.com,
931239 ,GRACE PUBLIC SCHOOL,SHINY MOL THAYYIL,Senior Secondary,31/03/2023,"PUNNAPPALA ,679328","0493 ,1247203",shinyashique123@gmail.com,
930879 ,GRACE VALLEY PUBLIC SCHOOL,Abdul Hameed,Secondary School,31/03/2024,"MARAVATTAM, P.O. CHENGOTTOOR, MALAPPURAM DT, PIN:676503 KERALA ,676503","0494 ,2616615",hameedponani@gmail.com,
930787 ,GRACIOUS ENGLISH MEDIUM SCHOOL,RAJAGOPALAN NAIR K K,Secondary School,31/03/2024,"PAVANNOORMOTTA(PO), MAYYIL, KANNUR ,670602","0460 ,2276815",progressive.janan@gmail.com,
930857 ,GREEN VALLEY PUBLIC SCHOOL,DEEPA TS,Secondary School,31/03/2022,"GREEN VALLEY CAMPUS, P.O.NELLIKKAPARAMBA, MUKKAM, KOZHIKODE ,673602","0495 ,2208770",principalgreenvalleycampus@gmail.com,http://www.greenvalleycampus.g/
930266 ,GREEN VALLEY PUBLIC SCHOOL,SUSY C K,Senior Secondary,31/03/2026,"NELLIKUZHI KOTHAMANGALAM, DISTT ERNAKULAM, KERALA ,686691","0485 ,2826002",thegreenvalleyschool@gmail.com,
930071 ,GREETS PUBLIC SCHOOL,JAYA SABIN,Senior Secondary,31/03/2022,"ASHOKA ROAD KALOOR COCHIN, DISTT ERNAKULAM, KERALA ,682017","484 ,4440000",jayasabin63@gmail.com,
930632 ,GREGORIAN CENTRAL SCHOOL,SUJA SUBHASH,Senior Secondary,31/03/2023,"NALUNNAKAL PO VAKATHANAM KOTTAYAM DISTT KERALA ,686538","0481 ,2461423",gregoriancschool@gmail.com,http://www.sntedusrr.com
930230 ,GREGORIAN PUBLIC SCHOOL,JAYAPRABHA PRADEEP,Senior Secondary,31/03/2026,"GREGORIAN DALE MARADU TRIPUNITHURA KOCHI, DISTT ERNAKULAM, KERALA ,682304","0938 ,8883310",jaya.pradeep@hotmail.com,
931176 ,GUARDIAN ANGELS ENGLISH MEDIUM SCHOOL,JENCY THOMAS V,Secondary School,31/03/2022,"KAINOOR P.O,PUTHUR ,680014","0487 ,2316718",guardianprincipal@gmail.com,http://www.guardianangelsenglishmediumschoolputhur
930911 ,GUARDIAN ANGELS PUBLIC SCHOOL,NIXON JOSE,Senior Secondary,31/03/2022,"THE PRINCIPAL GUARDIAN ANGELS PUBLIC SCHOOL MANJUMMEL.P.O. KOCHI-683501 ,683501","0484 ,2557150",ajnix33@gmail.com,
931248 ,GUARDIAN PUBLIC SCHOOL,BOBY MATHEW,Secondary School,31/03/2023,"PARA CHEROTTUVALLY, OPP. POWER GRID, ELLAPULLY P.O., ,678622","91 ,9895762001",principal@guardianschoolpalakkad.in,http://www.gpspalakkad.in/
931255 ,GUARDIAN PUBLIC SCHOOL,MR. LINTOMON T A,Secondary School,31/03/2026,"VADAVUKODE P.O., PUTHENCRUZE (VIA) ,682310",",04842732940",guardianschoolsmailbox@rediffmail.com,http://www.guardianschools.in
930591 ,GUIDANCE PUBLIC SCHOOL,K RAFEEQ MUHAMMED,Senior Secondary,31/03/2024,"PO MUNDA EDAKKARA MALAPPURAM DISTT KERALA ,679331","4931 ,275336",rafeeqbirar@gmail.com,
931041 ,GUIDANCE PUBLIC SCHOOL,MUHAMMED SHEFEEK P S,Secondary School,31/03/2026,"NADAKKAL POONJAR P.O ERATTUPETTA KOTTAYAM ,686581","0482 ,2275669",mdkmshefeekps@gmail.com,
930730 ,GULF IDEAL INTERNATIONAL SCHOOL,M M Kabeer,Senior Secondary,31/03/2022,"IDEAL JUNCTION KALIYAR KODIKULAM PO IDUKKI DISTT KERALA ,685582","0486 ,2264496",sargakabeer@gmail.com,http://wwwyahoo.com
931174 ,GURU NITYA ENGLISH MEDIUM SCHOOL,AJITH K N,Secondary School,31/03/2022,"NITYA CHAITANYA GRAMAM, P O MURINGERI, ANJARAKANDY, KANNUR ,670612","0497 ,2856502",gnschoolprincipal@gmail.com,
930614 ,GURUDEVA PUBLIC SCHOOL,GOPAKUMAR,Senior Secondary,31/03/2023,"VARAKARA, VARANDARAPPILLY TRICHUR DISTT KERALA ,680325","0480 ,2760700",gopakumar.pn@rediffmail.com,http://www.takshilaschools.in
930849 ,GURUKUL MOUNT PUBLIC SCHOOL,DR. ELIZABETH T MANGATT,Senior Secondary,31/03/2026,"MUNDUKUZHY,PALACKATHAKIDI P O,KUNNAMTHANAM PATHANAMTHITTA DIST KERALA 689581 ,689581","0481 ,04812473359",gmpscbse@gmail.com,www.gurukulmount.com
930215 ,GURUKULAM PUBLIC SCHOOL,Mridula Madhu,Senior Secondary,31/03/2024,"VENGINISSERY PARALAM - P.O., THRISSUR DISTT., KERALA ,680575","0487 ,2279339",mridulamadhu13@gmail.com,
930364 ,GURUSREE PUBLIC SCHOOL,SREEJA KISHOR,Senior Secondary,31/03/2022,"PULLUT KODUNG ALLUR, DISTT THRISSUR, KERALA ,680663","0480 ,2803588",sreejakishor85@gmail.com,
930110 ,GURUVAYUR DEVASWOM ENGLISH MEDIUM SCHOOL,Preethi k,Senior Secondary,31/03/2023,"GURUVAYUR P.O THRISSUR DISTT, KERALA ,680101","0487 ,2555365",preethikalath@gmail.com,
931246 ,"H K M  RESIDENTIAL PUBLIC SCHOOL,",HASEENA H,Secondary School,31/03/2023,"KALLUKUZHI, UMAYANALLOOR.P.O, KOLLAM ,691589","0474 ,2535663",nakhkm@gmail.com,
930217 ,H.D.P.Y.ENGLISH MEDIUM PUBLIC SCHOOL,Sabeela Anoob,Senior Secondary,31/03/2025,"ANDIPPILLIKKARU MOOTHAKUNNAM ERNAKULAM ERNAKULAM KERALA ,683516","0484 ,9847977930",mvshaji2015@gmail.com,
930843 ,HAGIA SOPHIA PUBLIC SCHOOL,SUSAN LIJU IPE,Senior Secondary,31/03/2026,"MATTAKUZHY VARIKOLI .P.O. PUTHENCRUZ (VIA) ERNAKULAM DISTRICT ,682308","0484 ,2734300",lijususan@gmail.com,
931150 ,HARVEST MISSION ENGLISH MEDIUM SCHOOL,BABUJOY T,Secondary School,31/03/2022,"HARVEST MISSION CENTRE, PONGODE, PARANDODE P O, THIRUVANANTHAPURAM ,695542","0472 ,2892151",harvestbabujoy@gmail.com,
930422 ,HI TECH PUBLIC SCHOOL,B BINDU,Secondary School,31/03/2026,"PO KALLACHI DISTT KOZHIKODE KERALA ,673506","0496 ,2445872",bbindu62@yahoo.co.in,
930711 ,HIDAYA PUBLIC SCHOOL,shakeela K P,Senior Secondary,31/03/2025,"PANTHEERANKAVU PO KOZHIKODE DISTT KERALA ,673019","0495 ,2435430",hidayaschool@gmail.com,
930218 ,HIGH RANGE PUBLIC SCHOOL,Tom Mathew,Secondary School,31/03/2024,"GONNUKAL NETHIMADOM, ERNAKULAM, KERALA ,686693","0485 ,2855181",principalhrps@gmail.com,
931272 ,HILAL PUBLIC SCHOOL,DEEPA OT,Secondary School,31/03/2024,"HILAL NAGAR ,679584","0494 ,2673091",info.hilalpublicschool@gmail.com,http://www.hilalpublicschool.in
930178 ,HILL BLOOMS SCHOOL,MRS. ZITA JOSE,Senior Secondary,31/03/2025,"MANANTHAVADY P B NO.24 MANANTHAVADY P.O WAYANAD KERALA ,670645","4935 ,04935240809",hillblooms@yahoo.com,www.hillblooms.in
930733 ,HILL TOP PUBLIC SCHOOL,UNNIKRISHNAN,Senior Secondary,31/03/2024,"MARAVANCHERY KADANCHERY PO MALAPPURAM DISTT KERALA ,679582","0494 ,2688742",unnisreedhar9@gmail.com,http://www.lakefdschool.com
931324 ,HILL TOP PUBLIC SCHOOL,Mrs Rafath Mohammed,Secondary School,31/03/2023,"ELAD (PO) CHERUKARA (VIA) PERINTHALAMNNA MALAPPURAM (DIST) KERALA -679340 INDIA ,679340",",04933230005",hilltopkkv@gmail.com,http://www.hilltopschool.in
931290 ,HILLVIEW INTERNATIONAL SCHOOL,Mrs.Salma Shaheen,Secondary School,31/03/2025,"HILLVIEW INTERNATIONAL SCHOOL KOODATHAI BAZAR PO, THAMARASSERY ,673573","4931 ,0495 2223255",hillviewclt@gmail.com,http://hillviewclt.com
930396 ,HIRA ENGLISH SCHOOL,PREETHAKUMARI K,Senior Secondary,31/03/2024,"KAIPAMANGALAM PO DISTT THRISSUR KERALA ,680681","0480 ,2846173",preethakigopal@gmail.com,
931173 ,HIRA PUBLIC SCHOOL,SUMATHY PV,Secondary School,31/03/2022,"POOLAMANNAP.O, PANDIKKAD ,MALAPPPURAM, ,679327","0493 ,1284862",hirapublicschooltuvvur@gmail.com,
930785 ,HIRA PUBLIC SCHOOL,CHANDRALEKHA P,Senior Secondary,31/03/2024,"CHEPPANAM, PANANGAD, P.O. ERNAKULAM DIST., KERALA ,682506","0484 ,2701973",chandralekhabhavana@gmail.com,
930743 ,HIRA PUBLIC SCHOOL,MUHAMMED NASEEM,Secondary School,31/03/2025,"VANNAPPURAM PO IDUKKI DISTT KERALA ,685582","0486 ,246789",mailtonazeem@gmail.com,
