Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
3320290,EKLAVYA MODEL RESIDENTIAL SCHOOL,.,Senior Secondary,31/03/2023,"KARPAWAND VILLAGE AND POST KARPAWAND KARPAWAND,CHATTISGARH ,BASTAR , 494222 ,",",",,
3320278,EKLAVYA MODEL RESIDENTIAL SCHOOL,.,Middle Class,31/03/2021,"KUSMI, POST. KUSMI, BLOCK-KUSMI, DIST. BALRAMPUR, CHATTISGARH-497224 ,","011 ,26047045",nijhawansonu@gmail.com,
3320279,EKLAVYA MODEL RESIDENTIAL SCHOOL,.,Middle Class,31/03/2021,"SUKMA, TEH, SUKMA, DIST , SUKMA, CHATTISGARH-494111 ,","011 ,26047045",nijhawansonu@gmail.com,
3320266,EKLAVYA MODEL RESIDENTIAL SCHOOL,.,Senior Secondary,31/03/2021,"CHHERIBEDA, P.O. BENUR, DIST.NARAYANPUR, CHATTISGARH-494661 ,",",",,
3320274,EKLAVYA MODEL RESIDENTIAL SCHOOL,.,Senior Secondary,31/03/2025,"VILLAGE-PATHARRIDIH, POST-KUKREL, TEHSIL-NAGRI, DIST-DHAMTARI, PATHRRIDHI NAGRI, CHATTISGARH-493773 ,",",",,
3320282,EKLAVYA MODEL RESIDENTIAL SCHOOL,.,Middle Class,31/03/2021,"VILL. & POST- DONGARIYA, MARWAHI, BILASPUR CHATTISGARH-495118 ,",",",,
3320273,EKLAVYA MODEL RESIDENTIAL SCHOOL,.,Senior Secondary,31/03/2021,"GOLAWAND (MARDAPAL) GOLAWAND,KONDAGAON, CHATTISGARH-494226 ,",",",,
3320292,EKLAVYA MODEL RESIDENTIAL SCHOOL BHAIRAMGARH,MR. GOVIND RAM JAIN,Senior Secondary,31/03/2022,"EKLAVYA MODEL RESIDENTIAL SCHOOL BHAIRAMGARH, POST+TEH.-BHAIRAMGARH, DIST.-BIJAPUR(C.G.) 494450 ,494450",",9617275206",emrs.bhairamgarh@gmail.com,www.xyz.com
3320289,EKLAVYA MODEL RESIDENTIAL SCHOOL BIJAPUR,MR. HARIKRISHNA KORSA,Middle Class,31/03/2022,"EKLAVYA MODEL RESIDENTIAL SCHOOL BIJAPUR, POST-BIJAPUR, DIST.-BIJAPUR ,494444",",9399965373",emrsnukanpalbijapur@gmail.com,www.xyz.com
3320288,EKLAVYA MODEL RESIDENTIAL SCHOOL ODGI,MR. BRAJESH KUMAR CHOUBEY,Secondary School,31/03/2021,"EKLAVYA MODEL RESIDENTIAL SCHOOL ODGI, BLOCK ODGI DISTRICT SURAJPUR C.G 497231 ,497231",",7000108573",emrsodgi@gmail.com,http://www.eklavya.cg.nic.in
3320286,EKLAVYA MODEL RESIDENTIAL SCHOOL ORCHHA,MR. DEENBANDHU RAWATE,Senior Secondary,31/03/2024,"POST OFFICE ORCHHA ,494661",",07781252881",emrsorchha@gmail.com,http://www.eklavya.cg.nic.in/eklavya
3320287,EKLAVYA MODEL RESIDENTIAL SCHOOL PRATAPPUR,MR. BRAJESH KUMAR CHOUBEY,Secondary School,31/03/2021,"EKLAVYA MODEL RESIDENTIAL SCHOOL PRATAPPUR DIST SURAJPUR 497223 ,497223",",7000108573",emrspratappur@gmail.com,http://www.eklavya.cg.nic.in/
3320267,EKLAVYA SANYUKT HIGHER SECONDARY SCHOOL,.,Senior Secondary,31/03/2021,"CHHURIKAL, BLOCK-KATGHA, DIST, KBA, CHHURIKALA CHATTISGARH-495450 ,",",",,
1530090,EL NISSI MISSION SCHOOL,ERAMIYAS VAZ C,Senior Secondary,31/03/2022,"ZION NAGAR DHARAM GARH DISTT KALAHANDI ORISSA ,766015","0667 ,2242596",eramiyasvaz@gmail.com,
1530226,EMIL DAV PUBLIC SCHOOL,MR. NILAKANTHA ROUT,Secondary School,31/03/2024,"JILLING TOWNSHIP, JILLING, JAJANG, JURUDI ,758034","6767 ,06767-279230,",emildav13@gmail.com,http://www.emildav.com
3320291,EMRS KANKER,.,Senior Secondary,31/03/2022,"LATTI PARA, KANKER POST KANKER KANKER,CHATTISGARH ,KANKER,494334 ,",",",,
3330002,ENGLISH MEDIUM SR SEC SCHOOL,P K NASHINE,Senior Secondary,31/03/2022,"SECTOR IV BHILAI NAGAR DT. DURG CHHATTISGARH ,490002","0788 ,2858577",principalsss4@gmail.com,
2430171,ENGLISH ORIENTAL ACADEMY,MR. PARTHA SENGUPTA,Senior Secondary,31/03/2025,"VILL- HAPANIA, PO- DAFAHAT, DIST- MURSHIDABAD, ,742224","3485 ,263812",eoamurshidabad@rediffmail.com,http://www.englishoriental.com/
2430206,EXPLORE INTERNATIONAL SCHOOL,MRS. SARITA YADAV,Senior Secondary,31/03/2022,"VILL- JAMIR BERIA, NEAR MALLICKPUR PETROL PUMP ,712409",",8585019826",sarachinmay@gmail.com,http://www.eissingur.com
2430246,FILIX SCHOOL OF EDUCATION (AN EDUCATIONAL PROJECT OF NANRITAM),MR. SHOVAN LAL KUMBHAKAR,Senior Secondary,31/03/2024,"VILLAGE - BARANDANGA POST & BLOCK - PARA DISTRICT - PURILIA ,723155",",07557036455",filixschoolofeducation@gmail.com,www.filixschool.com
1530198,FREEDOM INTERNATIONAL SCHOOL,Mrs.Rahmita  Mishra,Senior Secondary,31/03/2026,"AT - NANDOLA (GANGAPUR) BHATAPADA SALIPUR CUTTAK ,754200","0671 ,9437414418,9937600291",fisodisha@gmail.com,http://www.fisodisha.org
1530156,FUTURE BHUBANESWAR SCHOOL,MATHEW THOMAS,Senior Secondary,31/03/2024,"36, CHANDAKA I.E., PATIA BHUBANESWAR-751024 ,751024","0674 ,6050501",mathewp_thomas@yahoo.com,http://www.fbs.org.in
2430097,FUTURE CAMPUS SCHOOL,Sudeshna Ghoshal,Senior Secondary,31/03/2023,"SONARPUR STATION ROAD, DISTT KOLKATA, WEST BENGAL ,700150","033 ,8232016059",principal.fcs@gmail.com,
2430148,FUTURE GEMS ACADEMY,MRS. SASWATI CHATTOPADHYAY,Senior Secondary,31/03/2023,"VILL-SANJUA, PO-BAKHRAHAT, DIST 24 PGS (S), PIN-743377 ,743377","033 ,03324959266",edu@futuregemsacademy.com,www.futuregemsacademy.com
2430303,FUTURE HOPE SCHOOL,MRS. MADHU RAVI,Secondary School,31/03/2024,"1/8 ROWLAND ROAD ,700020",",03324761060",sujata.sen@futurehope.net,https://www.futurehope.net/our-work/our-school.htm
3330392,G D GOENKA INTERNATIONAL SCHOOL,MR. K DILIP KUMAR,Middle Class,31/03/2023,"OLD DHAMTARI ROAD, SEJBAHAR ,492015",",8719012222",contact@gdgoenkaraipur.com,http://www.gdgoenkaraipur.com
3330383,G D GOENKA INTERNATIONAL SCHOOL,MRS. PREETI SINGH TIWARI,Senior Secondary,31/03/2023,"OLD DHAMTARI ROAD, SEJABAHR ,492015",",8719012222",contact@gdgoenkaraipur.com,www.gdgoenkaraipur.com
3320100,G. RANJIT AGRICULTURE HR SEC SCHOOL,mrs pallavi upadhyaya,Senior Secondary,31/03/2009,"PITHORA MAHASAMUND CHHATTISGARH ,493551","0571 ,3298610",principal@dpsaligarh.g,http://www.dpsaligarh.g
2430123,G.D GOENKA PUBLIC SCHOOL,SONIKA SHARMA,Senior Secondary,31/03/2026,"DHUKURI,P.O NEW CHAMPTA, DISTT SILIGURI, WEST BENGAL ,734003","0353 ,2574680",sonikagni@gmail.com,http://www.gdgoenkaschool.in
3330072,GANDHI MEMORIAL HR SECONDARY SCHOOL,MISS SR. MAREENA,Senior Secondary,31/03/2024,"PO NANDINI DURG CHATTISGARH ,490036","0782 ,07821-257999",gmsssnandini2007@rediffmail.com,http://www.gmsssnandini.com
1530125,GANDHI PUBLIC SCHOOL,Subrat Ranjan Pathi,Senior Secondary,31/03/2024,"SRIRAMALINGESWAR TEMPLE AVENUE, RAYAGADA, ORISSA ,765022","6857 ,251697",mohanty_jb@yahoo.com,
1530293,GAUTAM BUDHA INTERNATIONAL SCHOOL,MR. PRAFULLA KUMAR NANDA,Secondary School,31/03/2023,"AT/PO-DANDIPUR,PS-BALANGA,DIST-PURI,ODISHA ,752105",",7873655930",prafullananda.npr@gmail.com,
1530236,GAYATRI RESIDENTIAL ENGLISH MEDIUM SCHOOL,Mr.GREGORY MICHAEL HASDA,Senior Secondary,31/03/2023,"AT/PO- KESAIBAHAL PS- MAHULPALI ,768228",",06642225429",principal.grems.kbl@gmail.com,http://www.grems.in
1530265,GAYATRI SMART SCHOOL,MR. UPENDRA PANIGRAHI,Senior Secondary,31/03/2024,"AT-SUDHASADANGI PO-BRAHMANSADANDI,P/S BALIANTA,DIST KHORDHA-752100 ,752100",",9437007103",uttamkumar9009@gmail.com,gayatrischools.com
1530063,GHANASHAYM HEMALATA VIDYA MANDIR,SANJUKTA DAS,Senior Secondary,31/03/2022,"R J VIHAR PO CHHAITANA PURI ORISSA ,752002","652 ,246466",ghvm.puri@gmail.com,http://www.devyaniinternation.com
1530088,GHANSHYAM HEMLATA VIDYA MANDIR,BILWA SARKAR,Senior Secondary,31/03/2026,"BALIJHORI AT DEBADIHI PO & DISTT JHARSUGUDA ORISSA ,760003","6645 ,270738",principal_ghvm@rediffmail.com,
2430167,GITANJALI PUBLIC SCHOOL,MRS. SUDHA ROY,Senior Secondary,31/03/2025,"VILL DAIKOTA PO DERIAPUR PS SAINTHIA DIST BIRBHUM ,731234","3462 ,264652",gitanjali.cbse@gmail.com,http://gitanjalischool.in
3330175,GLOBAL  RISHI VALLEY,Mrs.curie,Senior Secondary,31/03/2016,"OLD DHAMATRI ROAD SEJBHAR RAIPUR ,492001",",0771-2120300",rishivalleyg@gmail.com,
1530173,GLORIOUS ENGLISH MEDIUM SCHOOL,CHAKRADHAR PANI,Secondary School,31/03/2021,"DALA, JAJPUR ROAD,JAJPUR ,755019","6726 ,9437702249",cdpani06@rediffmail.com,
1530213,"GMR VARALAKSHMI DAV PUBLIC SCHOOL ,",AHALYA BAI SAHOO,Secondary School,31/03/2023,"AT/PO-KAMALANGA DHENKANAL ,759121","0673 ,2212507",ahalyabaisahoo@gmail.com,http://www.gmrvdavpsdkl.org/
2430039,GOBIND RAM KATARUKA DAV PUBLIC SCHOOL,LALAN  KUMAR PANDEY,Senior Secondary,31/03/2025,"P.O. NADIARA DISTT PURULIA WEST BENGAL ,723101","0 ,8967666337",grkdav@gmail.com,http://www.grkdavpurulia.org
2430072,GODWIN MODERN SCHOOL,PRAKASH YONZON,Senior Secondary,31/03/2022,"MONTEVIOTE ROAD PO KURSEONG DISTT DARJEELING WEST BENGAL ,734203","0354 ,3542344148",principal@godwinmodernschool.com,
2430163,GOKHALE MEMORIAL GIRLS SCHOOL,INDRANI MITRA,Senior Secondary,31/03/2022,"1/1. HARISH MUKHERJEE ROAD, KOLKATA-700020. ,700020","033 ,22237169",gokhale_memorial@yahoo.in,http://www.gokhalememorialgirlsschool.org
1530051,GOURI SHANKAR RESIDENTIAL SCHOOL,BIRANCHI NARAYAN TRIPATHY,Senior Secondary,31/03/2023,"SHRIRAM NAGAR BHUBNESHWAR DISTT KHURDA ORISSA ,751002","0674 ,2343184",bntripathy1965@gmail.com,
3320055,GOVT BHARATI HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"KANKER KANKER CHHATTISGARH ,",",",,
3320108,GOVT BHARTI HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"ARJUNDA DURG CHHATTISGARH ,",",",,
3320095,GOVT BOYS D HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"ABHANPUR RAIPUR CHHATTISGARH ,",",",,
3320102,GOVT BOYS H SEC SCHOOL,,Senior Secondary,31/03/2004,"DHAMTARI DHAMTARI CHHATTISGARH ,",",",,
3320147,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"LORMI BILASPUR CHHATTISGARH ,",",",,
3320142,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"MASTURI BILASPUR CHHATTISGARH ,",",",,
3320125,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2009,"BEMETARA BEMETARA CHHATTISGARH ,",",",,
3320107,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2009,"DURG DURG CHHATTISGARH ,",",",,
3320105,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"KALANGPUR DURG CHHATTISGARH ,",",",,
3320183,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2009,"JAGDALPUR JAGDALPUR CHHATTISGARH ,",",",,
3320114,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"DHAMDHA DURG CHHATTISGARH ,",",",,
3320088,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BHATAPARA RAIPUR CHHATTISGARH ,",",",,
3320094,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BALOUDA BAZAR RAIPUR CHHATTISGARH ,",",",,
3320093,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"PALARI RAIPUR CHHATTISGARH ,",",",,
3320090,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SIMGA RAIPUR CHHATTISGARH ,",",",,
3320089,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2009,"RAIPUR RAIPUR CHHATTISGARH ,",",",,
3320087,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BIRGOUN RAIPUR CHHATTISGARH ,",",",,
3320168,GOVT BOYS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SAKTI JANJGIR CHHATTISGARH ,",",",,
3320023,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"MANENDRAGARH KOREA CHHATTISGARH ,",",",,
3320048,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"JASHPUR NAGAR JASHPUR NAGAR CHHATTISGARH ,",",",,
3320056,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"CHARAMA KANKER CHHATTISGARH ,",",",,
3320007,GOVT BOYS HIGHER SECONDARY SCHOOL,SH V P SHUKLA,Senior Secondary,31/03/2009,"KATGHORA KORBA CHHATTISGARH ,493449",",07707242817",carmelconventschool2010@rediffmail.com,
3320040,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"MARWAHI BILASPUR CHHATTISGARH ,",",",,
3320017,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"GARIYABAND RAIPUR CHHATTISGARH ,",",",,
3320002,GOVT BOYS HIGHER SECONDARY SCHOOL,SISTER HYMNA,Senior Secondary,31/03/2009,"DONDI DURG CHHATTISGARH ,493449",",07707242817",carmelconventschool2010@rediffmail.com,
3320038,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"GAURELLA BILASPUR CHHATTISGARH ,",",",,
3320005,GOVT BOYS HIGHER SECONDARY SCHOOL,SISTER HYMNA,Senior Secondary,31/03/2009,"CHOUKI RAJNANDGAON CHHATTISGARH ,493449",",07707242817",carmelconventschool2010@rediffmail.com,
3320065,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"KONDAGAON BASTAR CHHATTISGARH ,",",",,
3320080,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"PANDUKA CHHATTISGARH ,",",",,
3320042,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"GHARGHODA RAIGARH CHHATTISGARH ,",",",,
3320079,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"MAINPUR CHHATTISGARH ,",",",,
3320078,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"CHHURA CHHATTISGARH ,",",",,
3320068,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"NARAINPUR BASTAR CHHATTISGARH ,",",",,
3320031,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"SITAPUR SURGUJA CHHATTISGARH ,",",",,
3320076,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"BEEJAPUR CHHATTISGARH ,",",",,
3320077,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"KORBA CHHATTISGARH ,",",",,
3320026,GOVT BOYS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"CHIRMIRI KOREA CHHATTISGARH ,",",",,
3320144,GOVT D.K.P.HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"KOTA BILASPUR CHHATTISGARH ,",",",,
3320063,GOVT EDUCATION COMPLEX,,Senior Secondary,31/03/2009,"PARACHAMPAL BASTAR CHHATTISGARH ,",",",,
3320030,GOVT EDUCATION COMPLEX,,Senior Secondary,31/03/2009,"AMBIKAPUR SURGUJA CHHATTISGARH ,",",",,
3320004,GOVT GIRLS EDUCATION COMPLEX,SISTER HYMNA,Senior Secondary,31/03/2009,"CHOUKI RAJNANDGAON CHHATTISGARH ,493449",",07707242817",carmelconventschool2010@rediffmail.com,
3320188,GOVT GIRLS HIGH SCHOOL,,Secondary School,31/03/2004,"JAJPUR JANJGIR CHHATTISGARH ,",",",,
3320189,GOVT GIRLS HIGH SCHOOL,,Secondary School,31/03/2004,"BALODA JANJGIR CHHATTISGARH ,",",",,
3320092,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BALOUDA BAZAR RAIPUR CHHATTISGARH ,",",",,
3320085,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"CHOUBEY COLONY RAIPUR CHHATTISGARH ,",",",,
3320098,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"MAHASAMUND MAHASAMUND CHHATTISGARH ,",",",,
3320119,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SAJA BEMETARA CHHATTISGARH ,",",",,
3320136,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"KAWARDHA KAWARDHA CHHATTISGARH ,",",",,
3320131,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"DONGARGARH RAJNANDGAON CHHATTISGARH ,",",",,
3320118,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BERLA BEMETARA CHHATTISGARH ,",",",,
3320128,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"KHAIRAGARH RAJNANDGAON CHHATTISGARH ,",",",,
3320127,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"RAJNANDGAON RAJNANDGAON CHHATTISGARH ,",",",,
3320148,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"RATANPUR BILASPUR CHHATTISGARH ,",",",,
3320117,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BALOUD DURG CHHATTISGARH ,",",",,
3320163,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"AKALTARA JANJGIR CHHATTISGARH ,",",",,
3320124,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BEMETARA BEMETARA CHHATTISGARH ,",",",,
3320182,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SARGUJA AMBIKAPUR CHHATTISGARH ,",",",,
3320158,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BALKO KORBA CHHATTISGARH ,",",",,
3320165,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SAKTI JANJGIR CHHATTISGARH ,",",",,
3320116,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"DHAMDHA DURG CHHATTISGARH ,",",",,
3320159,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"CHAPA JANJGIR CHHATTISGARH ,",",",,
3320175,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SARANGARH RAIGARH CHHATTISGARH ,",",",,
3320104,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"DHAMTARI DHAMTARI CHHATTISGARH ,",",",,
3320111,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BHILAI-3 DURG CHHATTISGARH ,",",",,
3320084,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"ARANG RAIPUR CHHATTISGARH ,",",",,
3320171,GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"RAIGARH RAIGARH CHHATTISGARH ,",",",,
3320049,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"JASHPUR NAGAR JASHPUR NAGAR CHHATTISGARH ,",",",,
3320041,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"MARWAHI BILASPUR CHHATTISGARH ,495118",",",,
3320066,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"KONDAGAON BASTAR CHHATTISGARH ,",",",,
3320043,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"DHARAMJAIGARH RAIGARH CHHATTISGARH ,",",",,
3320032,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"SITAPUR SURGUJA CHHATTISGARH ,",",",,
3320054,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"KANKER KANKER CHHATTISGARH ,",",",,
3320024,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"MANENDRAGARH KOREA CHHATTISGARH ,",",",,
3320027,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"CHIRIMIRI KOREA CHHATTISGARH ,497449",",",,
3320008,GOVT GIRLS HIGHER SECONDARY SCHOOL,SMT F EKKA,Senior Secondary,31/03/2004,"KATGHORA KORBA CHHATTISGARH ,",",",,
3320033,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"BISHRAMPUR SURGUJA CHHATTISGARH ,",",",,
3320039,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"GAURELLA BILASPUR CHHATTISGARH ,",",",,
3320003,GOVT GIRLS HIGHER SECONDARY SCHOOL,SISTER HYMNA,Senior Secondary,31/03/2009,"DONDI DURG CHHATTISGARH ,493449",",07707242817",carmelconventschool2010@rediffmail.com,
3320020,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"NAGRI DHAMTARI CHHATTISGARH ,",",",,
3320057,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2009,"CHARAMA KANKER CHHATTISGARH ,",",",,
3320018,GOVT GIRLS HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2004,"GARIYABAND RAIPUR CHHATTISGARH ,",",",,
3320037,GOVT GURUKUL HIGHER SECONDARY SCHOOL,,Senior Secondary,31/03/2010,"PENDRA BILASPUR CHHATTISGARH ,",",",,
3320150,GOVT H. GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"KOTA BILASPUR CHHATTISGARH ,",",",,
3320187,GOVT HIGH SCHOOL,,Secondary School,31/03/2004,"VIRENDER NAGAR KAWARDHA CHHATTISGARH ,",",",,
3320140,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BODLA KAWARDHA CHHATTISGARH ,",",",,
3320141,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SIPAT BILASPUR CHHATTISGARH ,",",",,
3320132,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"DONGARHGAOUN RAJNANDGAON CHHATTISGARH ,",",",,
3320101,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2009,"BASNA MAHASAMUND CHHATTISGARH ,",",",,
3320133,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"CHHURIYA RAJNANDGAON CHHATTISGARH ,",",",,
3320134,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"CHUIKHADAN RAJNANDGAON CHHATTISGARH ,",",",,
3320139,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"PANDARIYA KAWARDHA CHHATTISGARH ,",",",,
3320135,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"DONGARGARH RAJNANDGAON CHHATTISGARH ,",",",,
3320121,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"NAWAGARH BEMETARA CHHATTISGARH ,",",",,
3320126,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2014,"RAJNANDGAON RAJNANDGAON CHHATTISGARH ,160023",",",,
3320112,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"GURUR DURG CHHATTISGARH ,",",",,
3320113,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"PATAN DURG CHHATTISGARH ,",",",,
3320123,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SAJA BEMETARA CHHATTISGARH ,",",",,
3320110,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BALOD DURG CHHATTISGARH ,",",",,
3320103,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2009,"KHRUD DHAMTARI CHHATTISGARH ,",",",,
3320122,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SAMBALPUR BEMETARA CHHATTISGARH ,",",",,
3320138,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SARASPUR LOHARA KAWARDHA CHHATTISGARH ,",",",,
3320109,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2005,"DONDILOHARA DURG CHHATTISGARH ,491771",",",,
3320120,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"BERLA BEMETARA CHHATTISGARH ,491335",",",,
3320097,GOVT HIGHER SEC SCHOOL,GIRDHARI LAL SAHU,Senior Secondary,31/03/2020,"SARAYPALI MAHASAMUND CHHATTISGARH ,","0 ,0",,
3320146,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SAKRI BILASPUR CHHATTISGARH ,",",",,
3320115,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"SALUD DURG CHHATTISGARH ,",",",,
3320145,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"GINIYARI BILASPUR CHHATTISGARH ,",",",,
3320130,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"LALBAHADUR NAGAR RAJNANDGAON CHHATTISGARH ,",",",,
3320143,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"MUNGELI BILASPUR CHHATTISGARH ,",",",,
3320184,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"PANKHAJUR KANKER CHHATTISGARH ,",",",,
3320185,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"LAKHANPURI KANKER CHHATTISGARH ,",",",,
3320099,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2009,"MAHASAMUND MAHASAMUND CHHATTISGARH ,",",",,
3320179,GOVT HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"PUSOUR RAIGARH CHHATTISGARH ,",",",,
