Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
2750054,GOVT BOYS SR SEC SCHOOL NO-1,RAKESH KUMAR SOROT,Senior Secondary,31/03/2023,"SHAKTI NAGAR DELHI ,110007","011 ,23841621",rakeshsorot@gmail.com,
2750037,GOVT BOYS SR SEC SCHOOL NO-1,RAJENDER KUMAR GAUTAM,Senior Secondary,31/03/2024,"KESHAV PURAM DELHI ,110035","011 ,27194992",gautamrk83@yahoo.com,
2750051,GOVT BOYS SR SEC SCHOOL NO-1,RAM SINGH,Senior Secondary,31/03/2023,"ROOP NAGAR DELHI ,110007","011 ,23844591",rsingh110094@gmail.com,
2758039,GOVT BOYS SR SEC SCHOOL NO-1,HAROON RASHID GILANI,Senior Secondary,31/03/2022,"G T B NAGAR DELHI ,110009","011 ,27658734",1309008hos@gmail.com,
2756048,GOVT BOYS SR SEC SCHOOL NO-1,AKHILESH KUMAR KANAUJIA,Senior Secondary,31/03/2023,"RAJOURI GARDEN EXTENSION NEW DELHI ,110027","011 ,25193279",1515006z15@gmail.com,
2756032,GOVT BOYS SR SEC SCHOOL NO-1,SANJEEV KUMAR,Senior Secondary,31/03/2022,"C-BLOCK JANAKPURI NEW DELHI ,110058","011 ,25599569",sanjeev.gupta644@gmail.com,
2750038,GOVT BOYS SR SEC SCHOOL NO-2,SUKHBIR SINGH DAHIYA,Senior Secondary,31/03/2019,"KESHAV PURAM DELHI ,110035","011 ,27193562",ssdahiya1964@gmail.com,
2750052,GOVT BOYS SR SEC SCHOOL NO-2,J P S TOMAR,Senior Secondary,31/03/2024,"ROOP NAGAR DELHI ,110007","011 ,23840538",jpstomar22@gmail.com,
2750036,GOVT BOYS SR SEC SCHOOL NO-2,JEET SINGH,Senior Secondary,31/03/2023,"SHAKURPUR DELHI ,110034","011 ,27190517",1411011gbsss@gmail.com,
2750003,GOVT BOYS SR SEC SCHOOL NO-2,KAMLESH CHAND GUPTA,Senior Secondary,31/03/2023,"MODEL TOWN DELHI ,110009","011 ,27113430",1309011hos@gmail.com,
2758017,GOVT BOYS SR SEC SCHOOL NO-2,RAM KUNWAR,Senior Secondary,31/03/2025,"(HINDI MEDIUM) JAMA MASJID DELHI ,110006","011 ,23274365",1ramkunwar1960@gmail.com,
2750067,GOVT BOYS SR SEC SCHOOL NO. 2,B B GUPTA,Senior Secondary,31/03/2026,"ADARSH NAGAR DELHI ,110033","011 ,27676471",1309125HOS@GMAIL.COM,
2750002,GOVT BOYS SR SEC SCHOOL NO.1,NAVEEN YADAV,Senior Secondary,31/03/2018,"MODEL TOWN DELHI ,110009","011 ,27456108",1309010hos@gmail.com,
2758030,GOVT BOYS SR SEC SCHOOL(IIND SHIFT),SH SURAJ PRAKASH SILOKI,Senior Secondary,31/03/2021,"NEW ROHTAK ROAD NEW DELHI ,110005","011 ,28711536",gbsss2128006@gmail.com,
2752071,GOVT BOYS SR. SEC SCH NO-2,B K GUPTA,Senior Secondary,31/03/2021,"NEW SEELAM PUR DELHI ,110053","011 ,22199780",gbsss.ns2@gmail.com,
2758050,GOVT BOYS SR. SEC SCHOOL,RAMESH KUMAR MISHRA,Senior Secondary,31/03/2026,"PH II NANGLOI DELHI ,110041","011 ,25185005",GBSSS1617024@GMAIL.COM,
2750118,GOVT BOYS SR. SEC SCHOOL,PRAMOD KUMAR,Senior Secondary,31/03/2022,"LIBAS PUR DELHI ,110042","011 ,2781861",gbss.libaspur@gmail.com,
2750112,GOVT BOYS SR. SEC SCHOOL,PARAM  SUKH   DEV,Senior Secondary,31/03/2023,"AZAD PUR COLONY DELHI ,110033","011 ,27126265",paramsukhdev@gmail.com,
2750110,GOVT BOYS SR. SEC SCHOOL,RUPENDRA TRIGUNAYAT,Senior Secondary,31/03/2022,"NATHU PURA DELHI ,110084","011 ,27619045",gbsssnathupura1207110@gmail.com,
2750100,GOVT BOYS SR. SEC SCHOOL,Suraj Bhan Jangala,Senior Secondary,31/03/2023,"PALLA MAZRA DELHI ,110036","011 ,27722016",gbsspallamajra36@gmail.com,
2758049,GOVT BOYS SR. SEC SCHOOL,ANIL KUMAR,Senior Secondary,31/03/2022,"PH I NANGLOI DELHI ,110041","011 ,25479521",SCHOOLID1617025@YAHOO.COM,
2756138,GOVT BOYS SR. SEC SCHOOL,MISHRI LAL,Senior Secondary,31/03/2025,"KG 1/II VIKAS PURI NEW DELHI ,110018","011 ,25544371",vikaspuri1618015@gmail.com,
2758026,GOVT BOYS SR. SEC SCHOOL,MAHENDRA PAL SINGH,Senior Secondary,31/03/2023,"BELA ROAD DARYAGANJ NEW DELHI ,110002","011 ,23289053",mpsingh1039@gmail.com,
2752087,GOVT BOYS SR. SEC SCHOOL,GHANSHYAM SINGH  VERMA,Senior Secondary,31/03/2021,"KHAJOORI KHAS DELHI ,110094","011 ,22969744",gs19669744@gmail.com,
2752097,GOVT BOYS SR. SEC SCHOOL,Mohan Singh Pankholi,Senior Secondary,31/03/2018,"NEW USMAN PUR,GAUTAM PURI DELHI ,110053","011 ,22184768",mohansinghpankholi@gmail.com,
2750106,GOVT BOYS SR. SEC SCHOOL NO-2,RAJVIR,Senior Secondary,31/03/2025,"AVANTIKA SECT I ROHINI DELHI ,110085","011 ,27510913",1413019zone13@gmail.com,
2756127,GOVT BOYS SR. SEC. SCHOOL,HARMESH KUMAR,Senior Secondary,31/03/2021,"BEGUMPUR DELHI ,110041","011 ,27581911",harmeshkumar14761@gmail.com,
2750167,GOVT BOYS SR. SEC. SCHOOL,Ajay Kumar Choubey,Senior Secondary,31/03/2021,"NEAR KINGSWAY CAMP DHAKKA DELHI-110 009 ,110009","011 ,27650423",1309022gbssdhakka@gmail.com,
2752091,GOVT BOYS SR. SEC. SCHOOL,SATISH KUMAR,Senior Secondary,31/03/2023,"KARAWAL NAGAR DELHI ,110094","011 ,22935216",sat101171@gmail.com,
2750163,GOVT BOYS SR. SEC. SCHOOL,SANDEH SINGH,Senior Secondary,31/03/2025,"POCKET-2, SECT-A6, NARELA, DELHI ,110040","011 ,27782178",boys1310430@gmail.com,
2756091,GOVT BOYS SR.SEC SCHOOL,DR INDAL SINGH,Senior Secondary,31/03/2024,"PREM NAGAR NEW DELHI ,110008","011 ,25875525",roormalmeena@gmail.com,
2750063,GOVT BOYS SR.SEC SCHOOL,YOGESH KUMAR,Senior Secondary,31/03/2021,"J J COLONY WAZIRPUR DELHI ,110052","011 ,27308262",1411022@gmail.com,
2756081,GOVT BOYS SR.SEC SCHOOL,sh p.n.nagpal,Senior Secondary,31/03/2025,"SHADI KHAMPUR NEW DELHI ,110008","011 ,25707156",gsbvmotinagar@rediffmail.com,
2752041,GOVT BOYS SR.SEC SCHOOL NO-2,RAJ VIR SINGH,Senior Secondary,31/03/2022,"GHONDA DELHI ,110053","011 ,22185545",singhrajvir942@gmail.com,
2756196,GOVT BOYS SR.SEC. SCHOOL,.,Senior Secondary,31/03/2023,"SECT-XI, ROHINI , DELHI ,110085",",",,
2760071,GOVT CO EDU SR SEC SCHOOL,SAYYED AHMED SALMANI,Senior Secondary,31/03/2024,"MANGOL PUR KALAN DELHI ,110083","011 ,27917190",ahmed1966@gmail.com,
2750129,GOVT CO EDU SR. SECONDARY SCHOOL,SAT PARKASH SAHRAWAT,Senior Secondary,31/03/2016,"VILLAGE GHOGA NEAR BAWANA DELHI ,110039","011 ,27285171",spsahrawat26@gmail.com,
2760030,GOVT CO-ED SARVODAYA  VIDYALAYA,MUKTA SHARMA,Senior Secondary,31/03/2024,"RAMPURA DELHI ,110035","011 ,27391669",1411032@GMAIL.COM,
2756147,GOVT CO-ED SEC SCHOOL,GIIRIJESH KUMAR MISHRA,Secondary School,31/03/2021,"RAJAPUR KHURD NEW DELHI ,110059","011 ,25372501",gkmishra.ballia@gmail.com,
2758007,GOVT CO-ED SEC SCHOOL,GAURI SHANKAR,Secondary School,31/03/2021,"SUSHILA MOHAN MARG, NAYA BAZAR, DELHI ,110006","011 ,23931535",gauriachlashankar@gmail.com,
2750004,GOVT CO-ED SEC SCHOOL,YOGESH AGARWAL,Senior Secondary,31/03/2022,"GOPAL PARK AZAD PUR DELHI ,110033","011 ,27682997",yogeshagarwal523@gmail.com,
2750165,GOVT CO-ED SEC SCHOOL,RAJ KUMAR,Senior Secondary,01/03/2023,"SULTANPUR, MAJRA, DELHI ,110086","011 ,25961414",KUMAR2001RAJ@YAHOO.COM,
2750084,GOVT CO-ED SR SEC SCHOOL,RAJEEV KUMAR,Senior Secondary,31/03/2024,"MUKHMELPUR DELHI ,110036","011 ,27202481",rajeevkr1966@gmail.com,
2756109,GOVT CO-ED SR SEC SCHOOL,NARENDRA KUMAR,Senior Secondary,31/03/2025,"A-6 PASCHIM VIHAR NEW DELHI ,110063","011 ,25251044",pva61617032@GMAIL.COM,
2756075,GOVT CO-ED SR SEC SCHOOL,SATYAWATI,Senior Secondary,31/03/2022,"BAKKARWALA DELHI ,110041","011 ,28341985",satya62wati@gmail.com,
2750105,GOVT CO-ED SR. SEC SCHOOL,AJAB SINGH RANA,Senior Secondary,31/03/2021,"BARWALA DELHI ,110039","011 ,27822923",mailsforbarwala@gmail.com,
2750064,GOVT CO-ED SR. SEC SCHOOL,ISHWAR SINGH VERMA,Senior Secondary,31/03/2023,"BHORGARH DELHI ,110040","011 ,27782244",,
2756120,GOVT CO-ED SR. SEC SCHOOL,CHARU JAIN,Senior Secondary,31/03/2022,"PUNJABI BASTI NANGLOI BEHIND S P ROAD DELHI ,110041","011 ,25962573",charu2810@gmail.com,
2760070,GOVT CO-ED SR. SEC SCHOOL,BINDIYA DHINGRA,Senior Secondary,31/03/2022,"SAINIK VIHAR DELHI ,110034","011 ,27015176",,
2750082,GOVT CO-ED SR.SEC SCHOOL,RAJBIR SINGH,Senior Secondary,31/03/2021,"NIZAMPUR DELHI ,110081","011 ,25951044",1413009zone13@gmail.com,
2756137,GOVT CO-ED SR.SEC SCHOOL,INDU PURI,Senior Secondary,31/03/2021,"F BLOCK VIKAS PURI NEW DELHI-110 018 ,110018","011 ,28531423",1618016VP@gmail.com,
2766038,GOVT CO-ED. SR. SEC SCHOOL,HARI KRISHAN,Senior Secondary,31/03/2023,"(INDUSTRIAL AREA) KARAMPURA NEW DELHI ,110015","011 ,25455229",school1516068@yahoo.com,
2760066,"GOVT CO-ED. SR. SEC. SCHOOL,",SHUBHRA TALWAR,Senior Secondary,31/03/2023,"TRI NAGAR, DELHI- 110035 ,110035","011 ,27395482",gcoed1411037@gmail.com,
2758044,GOVT CO-EDN SR SEC SCHOOL,MOHINDER SINGH SANGWAN,Senior Secondary,31/03/2018,"KAVITA COLONY NANGLOI DELHI ,110041","011 ,25484483",SCHOOL1617004@YAHOO.COM,
2756134,GOVT CO-EDU SEC SCHOOL,RATTAN KUMAR,Secondary School,31/03/2025,"VIKAS NAGAR NEW DELHI ,110059","011 ,25373356",vpvn1618067@gmail.com,
2750122,GOVT CO-EDU SR SEC SCHOOL,ASHISH KUMAR,Senior Secondary,31/03/2024,"HOLAMBI KALAN DELHI ,110082","011 ,27700747",karanashish1973@gmail.com,
2756121,GOVT CO-EUCATION SR.SEC.SCHOOL,SURAJ KAUR,Senior Secondary,31/03/2022,"SHAHBAD DAIRY DELHI. ,110042","011 ,27822575",Shahbad1310025@gmail.com,
2750119,GOVT CO.EDU SR SEC SCHOOL,RAJNI,Senior Secondary,31/03/2024,"SECTOR 15 ROHINI DELHI ,110085","011 ,27893155",rajniharish61@gmail.com,
2758054,GOVT COED SEC SCHOOL,PRADEEP KUMAR,Secondary School,31/03/2018,"769/11, KUCHA KABIT, ATTAR OPP- ALLAHABAD BANK, NEW TOWN HALL, CHANDI CHOWK, DELHI-110006 ,110045","011 ,23939877",pradeepkumar_kr110@yahoo.com,
2750009,GOVT COED SR SEC SCHOOL,O P DHAIYA,Senior Secondary,31/03/2022,"SINGHU DELHI ,110040","011 ,27785268",cstb@sanchernet.in,
2750102,GOVT COED SR SEC SCHOOL,DR RAVINDER KUMAR,Senior Secondary,31/03/2019,"SECTOR II ROHINI DELHI ,110085","011 ,27511847",rtomar4u@gmail.com,
2766073,GOVT COED SR SEC SCHOOL,DEEP CHAND BHARTI,Senior Secondary,31/03/2023,"B-3 PASCHIM VIHAR NEW DELHI ,110063","011 ,25279683",bhartideep@99gmail.com,
2768056,GOVT GIRLS SEC SCHOOL,MAHIMA GULATI,Secondary School,31/03/2021,"LAMBI GALI, HAUZ QUZI, DELHI ,110006","011 ,23237315",lambigali.hauzqazi@yahoo.com,
2766029,GOVT GIRLS SEC SCHOOL,SHOBHA TAHILIANI,Senior Secondary,31/03/2023,"J J COLONY RAGHUBIR NAGAR NEW DELHI ,110027","011 ,25939868",ggss_1515030@rediffmail.com,
2762086,GOVT GIRLS SEC SCHOOL,BHARTI KUMAR,Secondary School,31/03/2021,"WELCOME CLY NEW SEELAM PUR DELHI ,110053","011 ,22827596",ggss1105108@gmail.com,
2752114,GOVT GIRLS SEC SCHOOL,ASHA JAKHMOLA,Secondary School,31/03/2024,"HARSH VIHAR DELHI ,110093","011 ,22344339",ggssharshviharasha@gmail.com,
2760087,GOVT GIRLS SEC SCHOOL,POONAM KHANNA,Secondary School,31/03/2025,"AZAD PUR VILLAGE DELHI ,110033","011 ,27675776",1309129hos@gmail.com,
2760085,GOVT GIRLS SEC SCHOOL,SUNITA RANI,Secondary School,31/03/2018,"MAJLIS PARK DELHI ,110033","011 ,27679798",1309036HOS@GMAIL.COM,
2768035,GOVT GIRLS SEC SCHOOL,ANJU KUMARI,Secondary School,31/03/2021,"EAST PARK ROAD KAROL BAGH NEW DELHI ,110005","011 ,23528780",ggssepr212@gmail.com,
2762075,GOVT GIRLS SEC SCHOOL,CHANDRA KANTA,Secondary School,31/03/2025,"MUSTAFABAD DELHI ,110094","011 ,22180903",ggssmustafabadschool@gmail.com,
2760098,"GOVT GIRLS SEC SCHOOL,NO-2",VANITA KHANNA,Senior Secondary,31/03/2022,"MUBARAKPUR, DABAS, DELHI-110081 ,110081","011 ,25961719",ggssmpd2@rediffmail.com,
2760099,GOVT GIRLS SEC. SCHOOL,JAYANTI GUPTA,Senior Secondary,31/03/2023,"NITHARI VILLAGE DELHI -110086 ,110076","011 ,65022258",jayantigupta67@gmail.com,
2750178,GOVT GIRLS SECONDARY SCHOOL,MRS. SEEMAKSHI TOMAR,Secondary School,31/03/2023,"SEC-25 ROHINI DELHI 110085 ,110085",",27051219",1413340zone13@gmail.com,
2762043,GOVT GIRLS SR  SEC SCHOOL,SUNITA RANI GARG,Senior Secondary,31/03/2022,"GAUTAM PURI DELHI ,110053","011 ,22182461",sunitagarg.1955@gmail.com,
2760043,GOVT GIRLS SR SEC SCH NO 3,KUSUM AGGARWAL,Senior Secondary,31/03/2021,"ROOP NAGAR DELHI ,110007","011 ,23848401",ggsssno3roopngr1207041@gmail.com,
2766034,GOVT GIRLS SR SEC SCHOOL,GEETA SURI,Senior Secondary,31/03/2025,"KIRTI NAGAR NEW DELHI ,110015","011 ,25934115",geeta.suri1@gmail.com,
2766048,GOVT GIRLS SR SEC SCHOOL,DARSHAN KALRA,Senior Secondary,31/03/2019,"I A R I PUSA NEW DELHI ,110012","011 ,25841085",skvpusa@ymail.com,
2766087,GOVT GIRLS SR SEC SCHOOL,SANGEETA KAPOOR,Senior Secondary,31/03/2022,"A BLOCK VIKAS PURI NEW DELHI ,110018","011 ,25599217",ablkvikaspurigskv5@gmail.com,
2768007,GOVT GIRLS SR SEC SCHOOL,PROMILA GUPTA,Senior Secondary,31/03/2023,"NICHOLSON ROAD DELHI ,110006","011 ,23941415",ggsssnicholsonroad1207043@gmail.com,
2768011,GOVT GIRLS SR SEC SCHOOL,MADHU BALA,Senior Secondary,31/03/2021,"GALI BARAF WALI KINARI BAZAR DELHI ,110006","011 ,23263257",kalpanaaggarwal63@gmail.com,
2768020,GOVT GIRLS SR SEC SCHOOL,MEENA GAUTAM,Senior Secondary,31/03/2022,"BULBULI KHANA ASAF ALI ROAD NEW DELHI ,110002","011 ,23267312",meena.gautam234@gmail.com,
2768024,GOVT GIRLS SR SEC SCHOOL,MANJU RANI,Senior Secondary,31/03/2023,"PATAUDI HOUSE KALA MAHAL BUILDING DARYA GANJ NEW DELHI ,110002","011 ,23285023",ggsspataudihouse@yahoo.in,
2752113,GOVT GIRLS SR SEC SCHOOL,ADARSH MALHOTRA,Senior Secondary,31/03/2021,"EAST GOKALPUR LONI ROAD DELHI ,110094","011 ,22814860",arorar27@yahoo.co.in,
2766089,GOVT GIRLS SR SEC SCHOOL,ANITA CHAWLA,Senior Secondary,31/03/2026,"AMBIKA VIHAR NEW DELHI ,110087","011 ,25271685",ggsssav@gmail.com,
2766025,GOVT GIRLS SR SEC SCHOOL,MEENA MONGIA,Senior Secondary,31/03/2023,"ASHOK NAGAR NEW DELHI ,110018","011 ,28125915",1514018zone14@gmail.com,
2768038,GOVT GIRLS SR SEC SCHOOL,SANGEETA THAREJA,Senior Secondary,31/03/2025,"NEW ROHTAK ROAD NEW DELHI ,110005","011 ,28711785",sangeetathareja2@gmail.com,
2760053,GOVT GIRLS SR SEC SCHOOL,CARMELA KUJUR,Senior Secondary,31/03/2025,"BANKNER DELHI ,110040","011 ,27280376",carmelakujur@gmail.com,
2760049,GOVT GIRLS SR SEC SCHOOL,SUNITA SHARMA,Senior Secondary,31/03/2023,"A BLOCK SARASWATI VIHAR DELHI ,110034","011 ,27026384",1411042@gmail.com,
2760056,GOVT GIRLS SR SEC SCHOOL,MANORAMA KUMAR,Senior Secondary,31/03/2019,"S/U BLOCK PITAMPURA DELHI ,110034","011 ,27341035",ggssspitampura041@gmail.com,
2760059,GOVT GIRLS SR SEC SCHOOL,Dr RAJ RANI BANDAL,Senior Secondary,31/03/2022,"K-BLOCK JAHANGIRPURI DELHI ,110033","011 ,27639191",ggssskblockjp@gmail.com,
2750128,GOVT GIRLS SR SEC SCHOOL,SANDEH SINGH,Senior Secondary,31/03/2024,"SHALAMAR VILLAGE DELHI ,110088","011 ,27812330",1309274hos@gmail.com,
2766045,GOVT GIRLS SR SEC SCHOOL,Archana Gupta,Senior Secondary,31/03/2023,"WEST PATEL NAGAR NEW DELHI ,110008","011 ,25888532",ggsss.wpn@gmail.com,
2768029,GOVT GIRLS SR SEC SCHOOL,SUMAN KATYAL,Senior Secondary,31/03/2023,"PAHAR GANJ NEW DELHI ,110055","011 ,23585243",ggssspg@yahoo.com,
2768009,GOVT GIRLS SR SEC SCHOOL,SUDHA KALRA,Senior Secondary,31/03/2025,"CHABI GANJ KASHMIRI GATE DELHI ,110006","011 ,23966275",ggssschabiganj1207042@gmail.com,
2768031,GOVT GIRLS SR SEC SCHOOL,MANJU BALA CHAWLA,Senior Secondary,31/03/2017,"HAVELI AZAM KHAN ASAF ALI ROAD NEW DELHI ,110002","0011 ,23289395",haveli.azam.khan@gmail.com,
2760036,GOVT GIRLS SR SEC SCHOOL,jyoti bhatia,Senior Secondary,31/03/2015,"D-BLOCK ASHOK VIHAR DELHI ,110052","011 ,27413527",ashokvihar1411040@gmail.com,
2760031,GOVT GIRLS SR SEC SCHOOL,RAKESH KUMAR JAISWAL,Senior Secondary,31/03/2023,"TULSI NAGAR DELHI ,110035","011 ,23125204",ggssstulsinagar@gmail.com,
2760022,GOVT GIRLS SR SEC SCHOOL,SAROJ ARORA,Senior Secondary,31/03/2018,"J J COLONY NANGLOI II DELHI ,110041","011 ,25485694",1617035@GMAIL.COM,
2760047,GOVT GIRLS SR SEC SCHOOL,SANGEETA ISSAR,Senior Secondary,31/03/2024,"SAMAIPUR DELHI ,110042","011 ,27837968",1310045@gmail.com,
2760003,GOVT GIRLS SR SEC SCHOOL,RENU SHARMA,Senior Secondary,31/03/2026,"ADARSH NAGAR DELHI ,110033","011 ,27682367",1309034hos@gmail.com,
2760024,GOVT GIRLS SR SEC SCHOOL,MEENA RANI,Senior Secondary,31/03/2021,"RANI BAGH DELHI ,110034","011 ,27014681",,
2760025,GOVT GIRLS SR SEC SCHOOL,ASHA MAGOON,Senior Secondary,31/03/2024,"ANANDVAS SHAKURPUR DELHI ,110034","011 ,27190074",asha.magoon.2015@gmail.com,
2762072,GOVT GIRLS SR SEC SCHOOL,SHIV NANDAN,Senior Secondary,31/03/2011,"KHAJOORI KHAS DELHI ,110094","011 ,22965259",NEELSHIVA62@GMAIL.COM,
2762062,GOVT GIRLS SR SEC SCHOOL,FREDA BAXLA,Senior Secondary,31/03/2024,"A BLOCK NAND NAGARI DELHI ,110093","011 ,22583499",fredajbaxla@gmail.com,
2762088,GOVT GIRLS SR SEC SCHOOL,Gian devi,Senior Secondary,31/03/2025,"TUKHMEER PUR DELHI ,110094","011 ,22968312",tukhmirpur@gmail.com,
2760088,GOVT GIRLS SR SEC SCHOOL,USHA RANI GILANI,Senior Secondary,31/03/2021,"QADIPUR DELHI ,110036","011 ,27731089",ushagilani@gmail.com,
2760086,GOVT GIRLS SR SEC SCHOOL,DR  SATPAL KAUR,Senior Secondary,31/03/2022,"LIBAS PUR GALI NO 15 BHATTA ROAD SWAROOP NAGAR NEW DELHI ,110042","011 ,27811007",1309263hos@gmail.com,
2760090,GOVT GIRLS SR SEC SCHOOL,SUNITA SIKAA,Senior Secondary,31/03/2024,"F BLOCK SULTANPURI DELHI ,110041","011 ,25961507",sunitasikka221959@gmail.com,
2760074,GOVT GIRLS SR SEC SCHOOL,BHARTI SOBTI  VICE PRINCIPAL,Senior Secondary,31/03/2024,"AP-BLOCK SHALIMAR BAGH DELHI ,110088","011 ,27470580",ggsss.ap.sb@gmail.com,
2760082,GOVT GIRLS SR SEC SCHOOL,KANCHAN ATTRI,Senior Secondary,31/03/2022,"NATHU PURA DELHI ,110084","011 ,27614837",ggssnathupura1207111@gmail.com,
2762085,GOVT GIRLS SR SEC SCHOOL,Mrs. ALKA CHAUDHARY,Senior Secondary,31/03/2023,"E BLOCK NAND NAGRI DELHI ,110093","011 ,22594460",skv1106113@gmail.com,
2768028,GOVT GIRLS SR SEC SCHOOL,RAMINDER KAUR BAKSHI,Senior Secondary,31/03/2026,"CHASHMA BUILDING BALLIMARAN (U.M.) DELHI ,110006","011 ,23986125",CHASHMABUILDING@GMAIL.COM,
2762040,GOVT GIRLS SR SEC SCHOOL NO 1, MANJU CHANDER GOEL,Senior Secondary,31/03/2024,"'B' BLOCK YAMUNA VIHAR DELHI ,110053","011 ,22916329",manju21chander@gmail.com,
2768039,GOVT GIRLS SR SEC SCHOOL NO 1,Usha Athwal,Senior Secondary,31/03/2022,"(IIND SHIFT) LAL KUAN DELHI ,110006","011 ,23214659",ushaathwal3@gmail.com,
2766040,GOVT GIRLS SR SEC SCHOOL NO 1,MUKESH RANI SINGH,Senior Secondary,31/03/2025,"MADIPUR NEW DELHI ,110063","011 ,25218019",mranisingh52@gmail.com,
2762038,GOVT GIRLS SR SEC SCHOOL NO 2,SANTOSH GUPTA,Senior Secondary,31/03/2018,"NEW SEELAMPUR DELHI ,110053","011 ,22183270",ggsss_2slmpur@yahoo.co.in,
2762056,GOVT GIRLS SR SEC SCHOOL NO 2,DR KANCHAN JAIN,Senior Secondary,31/03/2023,"B-BLOCK YAMUNA VIHAR DELHI ,110053","011 ,22910439",kanchan_j2006@yahoo.co.in,
2766062,GOVT GIRLS SR SEC SCHOOL NO 2,RAM RATI,Senior Secondary,31/03/2023,"A BLOCK JANAKPURI NEW DELHI ,110058","011 ,25547607",ram.rati64@gmail.com,
2760045,GOVT GIRLS SR SEC SCHOOL NO 2,INDU KAUSHIK,Senior Secondary,31/03/2022,"SHAKTI NAGAR DELHI ,110007","011 ,23841647",ggsss1207038@gmail.com,
2768027,GOVT GIRLS SR SEC SCHOOL NO 4,UMA DEVI,Senior Secondary,31/03/2023,"PANAMA BLDG JAMA MASJID DELHI ,110006","011 ,23285632",panamabuildingjm@gmail.com,
2760026,GOVT GIRLS SR SEC SCHOOL NO-1,PRABHA RANI JAIN,Senior Secondary,31/03/2025,"SHAKURPUR DELHI ,110034","011 ,27184760",1411125no1@GMAIL.COM,
2768013,GOVT GIRLS SR SEC SCHOOL NO-1,REKHA SHARMA,Senior Secondary,31/03/2021,"RAM NAGAR PAHAR GANJ NEW DELHI ,110055","011 ,23677016",ggsss1rnschool@gmail.com,
2762004,GOVT GIRLS SR SEC SCHOOL NO-1,SADHNA VERMA,Senior Secondary,31/03/2021,"GHONDA DELHI ,110053","011 ,22176442",GGSSSGHONDA@GMAIL.COM,
2760041,GOVT GIRLS SR SEC SCHOOL NO-1,SOM LATA,Senior Secondary,31/03/2021,"ROOP NAGAR DELHI ,110007","011 ,23841335",ggsssno2roopngr1207039@gmail.com,
2766027,GOVT GIRLS SR SEC SCHOOL NO-1,ANJU SADANA,Senior Secondary,31/03/2023,"TAGORE GARDEN NEW DELHI ,110027","011 ,25926723",anjusadana67@gmail.com,
2766023,GOVT GIRLS SR SEC SCHOOL NO-1,ANITA RANI GUPTA,Senior Secondary,31/03/2024,"KHYALA NEW DELHI ,110018","011 ,25988492",anita.gupta50@gmail.com,
2766024,GOVT GIRLS SR SEC SCHOOL NO-1,SHARDA TANWAR,Senior Secondary,31/03/2025,"SUBHASH NAGAR NEW DELHI ,110027","011 ,25136808",shardatanwar@hotmail.com,
2766019,GOVT GIRLS SR SEC SCHOOL NO-1,GEETA BALI DASOAR,Senior Secondary,31/03/2025,"TILAK NAGAR NEW DELHI ,110018","011 ,25994464",gdasoar@gmail.com,
2762096,GOVT GIRLS SR SEC SCHOOL NO-2,KAMLESH KUMARI,Senior Secondary,31/03/2025,"TUKHMIRPUR, DELHI ,110086","011 ,22183443",tukhmirpurno2@rediffmail.com,
2766055,GOVT GIRLS SR SEC SCHOOL NO-2,SUNITA KUMARI,Senior Secondary,31/03/2021,"D BLOCK JANAKPURI NEW DELHI ,110058","011 ,28521582",ggsss1720021@gmail.com,
2762079,GOVT GIRLS SR SECONDARY SCHOOL,MALA RANI,Senior Secondary,31/03/2022,"KARAWAL NAGAR DELHI ,110094","011 ,22932332",malar0326@gmail.com,
2762091,GOVT GIRLS SR SECONDARY SCHOOL,Rajeshwari Kapri ,Senior Secondary,31/03/2025,"SONIA VIHAR VTH PUSTA DELHI ,110094","011 ,22962162",rajeshwari_kapri@yahoo.com,
2750132,GOVT GIRLS SR SECONDARY SCHOOL,RAJNI RANGA,Senior Secondary,31/03/2023,"SIRASPUR DELHI ,110042","011 ,27831939",rajni.orange@gmail.com,
2768048,GOVT GIRLS SR. SEC SCHOOL,Sarita Batra,Senior Secondary,31/03/2025,"B-C BLOCK SULTANPURI DELHI ,110041","011 ,25483479",saritabatra74@gmail.com,
2768032,GOVT GIRLS SR. SEC SCHOOL,SEEMA MALHOTRA,Senior Secondary,31/03/2022,"KALAN MAHAL ( U M ) DARYA GANJ NEW DELHI ,110002","011 ,23275221",seema50b@yahoo.co.in,
2768022,GOVT GIRLS SR. SEC SCHOOL,SUREKHA CHAWLA,Senior Secondary,31/03/2024,"BELA ROAD DARYAGANJ NEW DELHI ,110002","011 ,23289069",surekha_chawla@yahoo.co.in,
2768033,GOVT GIRLS SR. SEC SCHOOL,SEEMA MAINI,Senior Secondary,31/03/2023,"QURESH NAGAR IDGAH ROAD DELHI ,110006","011 ,23626521",maini.seema964@gmail.com,
2760081,GOVT GIRLS SR. SEC SCHOOL,KANWALJEET KAUR SETHI,Senior Secondary,31/03/2023,"AZAD PUR COLONY DELHI ,110033","011 ,27128311",ggsssazadpurcolony@yahoo.com,
2760083,GOVT GIRLS SR. SEC SCHOOL,Meena Sharma,Senior Secondary,31/03/2022,"ANANDVAS, KOHAT ENCLAVE DELHI ,110034","011 ,27356548",1411046@gmail.com,
